customer_no,num_stb_last_5_years,num_yrs_donor,num_yrs_sub,num_yrs_stb,Donor_Category
3059286,2,10,2,6,Under-Patron
3088768,6,1,6,5,Under-Patron
3088864,5,1,4,4,Under-Patron
3089017,7,3,1,5,Under-Patron
3089173,1,1,2,4,Under-Patron
3089484,0,1,0,2,Under-Patron
3089784,2,3,0,3,Under-Patron
3089930,5,3,4,6,Under-Patron
3089959,14,2,6,7,Under-Patron
2255801,14,14,16,18,Under-Patron
3090196,2,1,0,1,Under-Patron
244178,6,10,0,14,Under-Patron
2237827,3,9,6,12,Under-Patron
3020841,8,8,12,12,Under-Patron
3066994,10,9,4,8,Under-Patron
37459,0,7,12,14,Under-Patron
3058997,18,11,12,9,Under-Patron
2210165,3,4,1,4,Under-Patron
3090782,1,1,0,4,Under-Patron
170591,1,1,0,4,Under-Patron
3090807,12,3,0,7,Under-Patron
3090817,0,6,1,2,Under-Patron
3090858,0,1,1,1,Under-Patron
3091086,15,1,6,7,Under-Patron
3082295,9,6,4,7,Under-Patron
2222694,10,2,13,12,Under-Patron
3085321,0,3,0,3,Under-Patron
146529,0,20,16,16,Under-Patron
198150,10,8,0,6,Under-Patron
3080019,4,8,7,7,Under-Patron
3092003,5,1,6,6,Under-Patron
3092068,5,8,3,2,Under-Patron
143291,11,13,17,17,Under-Patron
3083287,20,8,9,10,Under-Patron
3008440,4,14,16,12,Under-Patron
3092102,4,1,5,4,Under-Patron
3092103,4,2,4,7,Under-Patron
3092133,5,3,7,4,Under-Patron
3092342,6,2,1,6,Under-Patron
3092442,6,3,1,3,Under-Patron
3092524,7,1,5,5,Under-Patron
3092534,0,1,1,1,Under-Patron
2210276,3,1,20,17,Under-Patron
3092775,3,4,5,3,Under-Patron
3054919,4,4,9,6,Under-Patron
3092943,11,4,6,5,Under-Patron
3092969,0,2,0,3,Under-Patron
3093008,0,2,0,2,Under-Patron
3093020,1,1,0,2,Under-Patron
3093773,2,1,0,3,Under-Patron
3094264,5,3,0,5,Under-Patron
3094385,6,5,7,4,Under-Patron
3094394,0,3,0,1,Under-Patron
3094437,1,1,0,2,Under-Patron
179183,9,11,22,20,Under-Patron
3094583,4,1,0,2,Under-Patron
3094597,3,5,0,5,Under-Patron
26002,9,12,22,18,Under-Patron
3094994,7,2,2,5,Under-Patron
3095004,9,2,5,5,Under-Patron
3092044,4,4,3,6,Under-Patron
3095058,1,2,0,3,Under-Patron
3095105,7,1,6,6,Under-Patron
234090,3,10,14,16,Under-Patron
3095138,0,1,0,1,Under-Patron
3095174,10,6,7,6,Under-Patron
3095200,4,3,0,2,Under-Patron
167849,8,3,1,10,Under-Patron
3095243,3,1,3,3,Under-Patron
3095268,0,3,0,1,Under-Patron
3095432,0,3,0,1,Under-Patron
3095519,1,1,1,2,Under-Patron
3095631,0,2,3,0,Under-Patron
3095650,0,2,7,0,Under-Patron
3095716,1,5,6,3,Under-Patron
3095740,0,2,1,2,Under-Patron
3096007,7,1,1,5,Under-Patron
2225850,4,6,12,9,Under-Patron
3097704,2,2,0,2,Under-Patron
3097898,1,1,0,1,Under-Patron
3097928,2,2,0,4,Under-Patron
3098294,0,2,0,1,Under-Patron
3078185,4,7,5,6,Under-Patron
3098647,16,1,7,5,Under-Patron
2236145,8,8,12,15,Under-Patron
3098997,0,2,0,1,Under-Patron
3099162,0,1,0,1,Under-Patron
3099752,1,1,0,3,Under-Patron
3100023,1,1,0,3,Under-Patron
3100158,18,2,0,6,Under-Patron
3100474,3,1,0,4,Under-Patron
3100493,1,3,0,2,Under-Patron
3101373,15,1,6,5,Under-Patron
3026717,4,2,13,7,Under-Patron
3063350,6,3,11,7,Under-Patron
3101819,2,2,3,4,Under-Patron
3072299,0,5,1,2,Under-Patron
3102322,2,4,0,1,Under-Patron
3102467,0,2,0,2,Under-Patron
3102510,0,3,1,1,Under-Patron
3102780,0,1,3,2,Under-Patron
3102789,10,1,5,5,Under-Patron
3102938,1,1,1,2,Under-Patron
3103150,1,2,0,2,Under-Patron
3103297,10,2,2,5,Under-Patron
3103387,2,4,0,4,Under-Patron
3018392,0,1,0,1,Under-Patron
2215035,4,1,12,13,Under-Patron
3103479,0,3,0,1,Under-Patron
3103663,0,3,0,2,Under-Patron
3103677,3,2,3,7,Under-Patron
3103682,0,1,1,0,Under-Patron
3103728,8,2,3,4,Under-Patron
3103737,6,7,6,12,Under-Patron
3103800,3,6,1,5,Under-Patron
3103811,1,1,1,3,Under-Patron
3103839,0,1,0,2,Under-Patron
3104125,1,3,0,4,Under-Patron
3015793,1,7,7,9,Under-Patron
3104220,0,3,0,1,Under-Patron
3104396,4,1,1,4,Under-Patron
3104455,1,2,0,2,Under-Patron
3104482,1,1,0,2,Under-Patron
3104568,0,3,0,1,Under-Patron
3104637,12,2,3,6,Under-Patron
3104653,2,1,1,3,Under-Patron
3104704,0,1,2,2,Under-Patron
3104910,3,1,2,7,Under-Patron
185227,9,6,0,3,Under-Patron
3105230,1,1,0,3,Under-Patron
3005163,23,3,14,14,Under-Patron
3054560,3,4,9,7,Under-Patron
3105440,19,1,5,5,Under-Patron
3105451,1,2,1,2,Under-Patron
3105460,16,1,3,5,Under-Patron
3087285,9,6,5,6,Under-Patron
113210,12,17,21,20,Under-Patron
3094194,2,7,7,3,Under-Patron
3105566,2,1,1,2,Under-Patron
3095444,0,2,0,1,Under-Patron
3105589,2,3,0,3,Under-Patron
3105656,1,1,0,2,Under-Patron
3105663,1,2,0,1,Under-Patron
3088449,2,4,0,4,Under-Patron
3105704,1,1,1,3,Under-Patron
3105751,0,1,0,1,Under-Patron
3105764,1,1,1,1,Under-Patron
3105809,1,1,0,3,Under-Patron
3087320,3,4,5,5,Under-Patron
3105866,0,1,0,1,Under-Patron
3105877,0,1,0,1,Under-Patron
3105988,0,7,0,2,Under-Patron
3106123,7,2,3,5,Under-Patron
3106186,5,3,2,4,Under-Patron
3106210,1,2,0,2,Under-Patron
3077661,14,1,1,7,Under-Patron
3106221,2,1,0,3,Under-Patron
3106398,2,1,5,3,Under-Patron
3106884,2,1,1,2,Under-Patron
3106940,0,1,1,1,Under-Patron
3107040,0,1,0,1,Under-Patron
3107090,6,1,0,5,Under-Patron
3107175,9,2,0,5,Under-Patron
3107202,1,1,0,2,Under-Patron
3107230,7,1,3,5,Under-Patron
3107267,0,3,0,4,Under-Patron
3107317,1,1,0,2,Under-Patron
3107365,3,4,0,4,Under-Patron
3107423,0,3,0,1,Under-Patron
3107593,0,5,1,1,Under-Patron
3107718,1,1,0,2,Under-Patron
3107726,0,1,0,1,Under-Patron
3107746,11,3,1,5,Under-Patron
3015702,9,2,13,11,Under-Patron
3107935,3,2,0,3,Under-Patron
3068335,0,10,0,2,Under-Patron
3102994,0,1,1,0,Under-Patron
3108084,5,5,1,3,Under-Patron
3108129,2,1,0,2,Under-Patron
3108135,1,1,0,2,Under-Patron
3108187,4,1,0,5,Under-Patron
92879,2,5,13,14,Under-Patron
3108259,4,4,0,5,Under-Patron
3108686,0,1,0,2,Under-Patron
3108748,1,6,0,8,Under-Patron
3108786,0,1,0,1,Under-Patron
3108826,3,1,0,2,Under-Patron
2234601,0,4,0,2,Under-Patron
3109216,2,1,1,4,Under-Patron
3110181,0,2,1,2,Under-Patron
3110301,0,1,0,1,Under-Patron
3110327,0,1,0,1,Under-Patron
3110383,1,2,0,2,Under-Patron
3110390,0,1,0,4,Under-Patron
3110404,0,1,0,1,Under-Patron
3110523,0,1,0,1,Under-Patron
3110532,1,1,0,2,Under-Patron
3110573,3,3,0,3,Under-Patron
3110621,3,2,0,3,Under-Patron
3110691,0,1,1,1,Under-Patron
3065965,8,7,8,6,Under-Patron
3110888,0,1,0,1,Under-Patron
3110909,0,1,1,2,Under-Patron
3111047,0,2,0,1,Under-Patron
3111129,1,1,0,2,Under-Patron
3111231,2,1,0,2,Under-Patron
3111400,20,5,4,4,Under-Patron
3111411,3,3,1,2,Under-Patron
2247608,2,5,10,10,Under-Patron
3005631,5,7,13,13,Under-Patron
3111513,0,2,0,1,Under-Patron
3111534,1,1,0,2,Under-Patron
3108736,0,6,0,1,Under-Patron
3111630,0,4,0,4,Under-Patron
3111734,1,1,0,6,Under-Patron
3111743,0,2,0,2,Under-Patron
3111766,0,2,0,1,Under-Patron
3111849,0,1,0,1,Under-Patron
3111882,0,3,0,1,Under-Patron
3111947,0,2,0,2,Under-Patron
3111968,2,2,1,2,Under-Patron
3112073,0,3,0,3,Under-Patron
2249343,2,8,4,14,Under-Patron
3111453,0,1,0,3,Under-Patron
3112416,4,2,1,3,Under-Patron
3112541,2,4,0,2,Under-Patron
3112595,1,1,0,1,Under-Patron
3112872,4,1,0,4,Under-Patron
3112952,0,1,0,1,Under-Patron
3113027,2,3,0,3,Under-Patron
3113031,0,2,0,3,Under-Patron
3113098,0,2,0,1,Under-Patron
3113101,0,1,0,1,Under-Patron
3113114,0,1,0,1,Under-Patron
3080345,3,2,8,8,Under-Patron
3078269,7,2,9,7,Under-Patron
246692,1,13,14,7,Under-Patron
3113251,0,1,0,1,Under-Patron
167599,11,12,16,14,Under-Patron
3113272,0,2,0,2,Under-Patron
211571,0,4,0,2,Under-Patron
3113348,1,2,0,3,Under-Patron
3113446,0,4,0,1,Under-Patron
3113606,0,1,1,1,Under-Patron
3113708,2,2,0,2,Under-Patron
3113770,0,1,0,1,Under-Patron
3113895,0,5,0,2,Under-Patron
3048357,0,3,0,4,Under-Patron
3071409,2,6,1,4,Under-Patron
3114058,15,6,4,6,Under-Patron
3092206,4,6,7,5,Under-Patron
3114088,0,6,0,1,Under-Patron
3109234,3,2,1,2,Under-Patron
3114122,0,1,0,1,Under-Patron
3114130,3,2,0,2,Under-Patron
3114696,1,4,0,1,Under-Patron
3091703,2,2,7,2,Under-Patron
3114714,5,2,5,4,Under-Patron
168441,5,21,22,20,Under-Patron
3114738,2,3,2,1,Under-Patron
3114766,3,1,2,1,Under-Patron
3114785,9,4,5,4,Under-Patron
209677,15,2,6,6,Under-Patron
3200752,7,1,2,4,Under-Patron
3079933,5,3,0,9,Under-Patron
3089396,0,4,0,2,Under-Patron
3201710,0,1,0,1,Under-Patron
3201898,0,1,0,1,Under-Patron
3202078,3,2,3,3,Under-Patron
3110899,1,5,1,1,Under-Patron
145148,0,17,18,14,Under-Patron
2237613,0,1,0,2,Under-Patron
212001,3,3,2,2,Under-Patron
3097920,0,2,0,1,Under-Patron
2764,0,10,11,8,Under-Patron
3088431,0,4,0,2,Under-Patron
212285,10,18,5,9,Under-Patron
3202581,0,2,0,2,Under-Patron
3086303,0,3,0,1,Under-Patron
501326,0,3,0,5,Under-Patron
95400,0,5,0,1,Under-Patron
212326,0,1,6,3,Under-Patron
2252745,12,6,7,16,Under-Patron
3082246,16,6,9,8,Under-Patron
3202969,4,5,0,2,Under-Patron
3082461,14,5,3,7,Under-Patron
3103414,0,6,0,1,Under-Patron
2248780,0,12,3,4,Under-Patron
2255693,0,6,1,1,Under-Patron
185564,0,16,1,13,Under-Patron
230034,3,10,11,12,Under-Patron
3203001,2,5,0,3,Under-Patron
124381,17,4,22,17,Under-Patron
164871,0,16,18,12,Under-Patron
3203173,2,1,0,2,Under-Patron
3203288,1,1,0,1,Under-Patron
3203409,3,1,0,2,Under-Patron
3091482,10,8,5,8,Under-Patron
3064844,5,11,3,7,Under-Patron
3094262,0,2,0,2,Under-Patron
3083317,0,9,0,1,Under-Patron
2260277,3,12,13,11,Under-Patron
3204605,18,3,5,4,Under-Patron
3107138,1,2,0,2,Under-Patron
3087874,0,3,2,2,Under-Patron
178802,4,4,4,2,Under-Patron
3205089,1,2,0,2,Under-Patron
3205107,1,1,1,1,Under-Patron
3094821,0,2,0,3,Under-Patron
3061964,0,9,0,4,Under-Patron
3018941,4,10,0,4,Under-Patron
3205140,0,2,2,3,Under-Patron
244419,0,16,18,15,Under-Patron
3205273,11,2,5,4,Under-Patron
3008426,8,14,12,14,Under-Patron
3205296,6,3,1,4,Under-Patron
3205307,0,2,6,5,Under-Patron
3205336,0,1,3,0,Under-Patron
3205348,2,2,5,3,Under-Patron
3205369,0,1,1,1,Under-Patron
3205375,4,1,0,4,Under-Patron
3205381,0,1,0,1,Under-Patron
3205382,0,1,1,6,Under-Patron
189697,5,5,20,13,Under-Patron
3205388,1,1,0,2,Under-Patron
2263075,5,20,20,19,Under-Patron
3104684,0,1,0,2,Under-Patron
3091615,7,4,7,6,Under-Patron
4630,6,18,22,18,Under-Patron
3205456,7,2,5,4,Under-Patron
3205578,1,1,0,1,Under-Patron
3205601,8,1,0,4,Under-Patron
3205626,15,1,4,5,Under-Patron
3113283,3,2,0,4,Under-Patron
3068997,0,4,0,2,Under-Patron
3205644,1,2,1,2,Under-Patron
3205695,4,1,1,2,Under-Patron
3087168,1,1,1,2,Under-Patron
53683,10,4,6,11,Under-Patron
3205709,0,1,1,2,Under-Patron
3205710,3,3,0,5,Under-Patron
3205711,0,1,0,1,Under-Patron
3205712,0,1,0,1,Under-Patron
3205714,0,1,0,2,Under-Patron
239834,1,5,16,13,Under-Patron
3205748,3,2,0,4,Under-Patron
3205749,4,1,1,3,Under-Patron
3205759,3,3,2,5,Under-Patron
3205776,4,1,2,2,Under-Patron
12784,0,4,0,14,Under-Patron
2245728,2,5,9,10,Under-Patron
3205818,10,5,0,18,Under-Patron
3205823,5,1,2,1,Under-Patron
3205827,0,1,3,3,Under-Patron
3205828,7,6,1,6,Under-Patron
3086055,8,3,8,7,Under-Patron
3205832,1,1,0,1,Under-Patron
3205846,9,16,13,15,Under-Patron
216980,9,7,22,19,Under-Patron
3105716,0,5,0,1,Under-Patron
3113603,5,5,5,2,Under-Patron
3205908,13,2,5,13,Under-Patron
3095322,3,3,3,8,Under-Patron
3069831,0,10,1,0,Under-Patron
3205944,1,2,2,1,Under-Patron
3205951,2,1,0,3,Under-Patron
3205959,0,1,1,1,Under-Patron
3205966,2,2,0,6,Under-Patron
229091,7,5,8,11,Under-Patron
3205993,2,4,0,3,Under-Patron
3205996,0,1,2,0,Under-Patron
3073904,2,4,10,6,Under-Patron
3113747,0,1,0,1,Under-Patron
3063585,3,1,3,3,Under-Patron
3206044,2,1,3,8,Under-Patron
3107376,0,2,0,1,Under-Patron
3206080,8,4,5,4,Under-Patron
3206084,1,1,0,1,Under-Patron
3206090,7,1,1,2,Under-Patron
86288,4,13,22,21,Under-Patron
3206114,3,1,1,1,Under-Patron
21508,16,9,22,21,Under-Patron
3206124,1,1,0,2,Under-Patron
3206126,0,2,0,1,Under-Patron
3206127,1,2,1,2,Under-Patron
3206130,7,2,0,1,Under-Patron
2245390,2,1,15,7,Under-Patron
3206168,0,1,0,1,Under-Patron
3206203,1,1,1,1,Under-Patron
3206204,6,1,0,4,Under-Patron
3206217,16,4,3,4,Under-Patron
3206220,10,1,4,3,Under-Patron
3206227,1,1,1,1,Under-Patron
214014,6,5,22,19,Under-Patron
3206240,1,1,0,1,Under-Patron
3206248,5,2,1,2,Under-Patron
3206259,1,1,0,1,Under-Patron
3206274,1,1,0,1,Under-Patron
3206276,1,1,0,1,Under-Patron
3206278,1,1,0,1,Under-Patron
3206281,1,1,0,1,Under-Patron
3206283,2,3,3,2,Under-Patron
3206296,1,1,0,1,Under-Patron
3206308,2,1,0,2,Under-Patron
3206318,0,1,0,1,Under-Patron
3206325,1,1,0,1,Under-Patron
3206348,6,3,4,4,Under-Patron
3206357,1,1,0,1,Under-Patron
3206373,7,1,0,3,Under-Patron
3206377,9,2,0,3,Under-Patron
3206389,1,1,0,1,Under-Patron
3206410,2,1,2,3,Under-Patron
3206413,1,1,0,1,Under-Patron
3206424,1,1,0,2,Under-Patron
3206425,1,1,0,1,Under-Patron
3206427,1,1,0,1,Under-Patron
3206447,2,1,0,3,Under-Patron
3206485,3,1,0,2,Under-Patron
158333,7,4,5,4,Under-Patron
3206553,1,1,0,1,Under-Patron
102616,1,1,1,2,Under-Patron
3206601,5,1,0,3,Under-Patron
3206603,8,1,3,5,Under-Patron
3206630,1,2,0,1,Under-Patron
3206631,3,1,0,2,Under-Patron
3206632,10,4,3,4,Under-Patron
3206663,2,2,2,2,Under-Patron
3206709,4,1,1,2,Under-Patron
3206715,1,1,0,1,Under-Patron
3206720,3,1,0,1,Under-Patron
3206724,2,1,0,2,Under-Patron
3206791,6,3,0,3,Under-Patron
3206801,6,2,0,4,Under-Patron
3206814,1,1,0,1,Under-Patron
3206819,22,2,1,5,Under-Patron
3206828,2,1,0,4,Under-Patron
3206836,0,2,0,3,Under-Patron
3206847,3,2,1,6,Under-Patron
3206877,1,1,1,1,Under-Patron
3206884,11,1,0,4,Under-Patron
3206902,1,1,2,1,Under-Patron
3206905,20,2,5,5,Under-Patron
3206916,1,1,0,1,Under-Patron
3206957,3,8,9,12,Under-Patron
3206964,1,1,0,1,Under-Patron
3206994,3,1,0,2,Under-Patron
3207002,2,1,0,1,Under-Patron
3207013,4,2,3,1,Under-Patron
3207016,2,1,0,2,Under-Patron
3207023,1,1,0,1,Under-Patron
3207025,1,3,0,3,Under-Patron
3207035,4,2,0,2,Under-Patron
3102022,3,2,2,4,Under-Patron
3207094,2,1,0,1,Under-Patron
3207098,11,2,5,5,Under-Patron
3080775,9,4,6,6,Under-Patron
3207195,6,2,0,4,Under-Patron
3207216,9,2,2,4,Under-Patron
3207223,1,1,0,1,Under-Patron
3207231,2,5,1,6,Under-Patron
3207241,0,2,0,1,Under-Patron
3207254,1,2,0,2,Under-Patron
3207270,4,1,0,3,Under-Patron
2247686,1,11,16,4,Under-Patron
3207294,12,1,2,3,Under-Patron
3056023,9,10,11,11,Under-Patron
3207333,10,3,5,4,Under-Patron
3207353,3,1,0,2,Under-Patron
3207355,1,1,0,1,Under-Patron
3207356,5,3,1,2,Under-Patron
3207362,4,1,0,3,Under-Patron
3207438,1,1,0,1,Under-Patron
3207448,7,1,0,5,Under-Patron
3207449,1,1,0,1,Under-Patron
3207471,1,1,0,1,Under-Patron
3207501,6,1,1,3,Under-Patron
3207506,1,1,0,1,Under-Patron
3208290,1,2,0,1,Under-Patron
3208305,4,2,0,3,Under-Patron
3208327,1,4,0,1,Under-Patron
3208359,23,2,4,4,Under-Patron
3208362,2,1,0,2,Under-Patron
3208390,21,3,5,4,Under-Patron
3208429,1,1,0,1,Under-Patron
3208473,2,2,0,2,Under-Patron
3208553,5,1,0,3,Under-Patron
3208669,1,1,0,2,Under-Patron
3208680,15,3,2,4,Under-Patron
3208693,2,1,0,2,Under-Patron
3208708,1,1,0,1,Under-Patron
3208817,1,1,1,1,Under-Patron
3208831,2,1,0,2,Under-Patron
3208836,1,1,0,1,Under-Patron
3208843,10,2,3,4,Under-Patron
3208863,1,1,0,1,Under-Patron
3208912,1,1,0,1,Under-Patron
3208960,5,2,0,3,Under-Patron
3208992,6,1,0,3,Under-Patron
3208999,3,1,0,2,Under-Patron
3209018,3,1,2,2,Under-Patron
3209032,3,1,1,2,Under-Patron
3209039,1,1,1,2,Under-Patron
3209063,3,2,0,4,Under-Patron
3209069,2,2,0,5,Under-Patron
3209091,7,1,0,3,Under-Patron
3209101,3,1,0,3,Under-Patron
3209135,2,1,0,2,Under-Patron
3209174,3,1,1,1,Under-Patron
3209208,3,2,1,2,Under-Patron
3209238,1,1,0,1,Under-Patron
3209263,4,5,0,5,Under-Patron
3209267,7,2,0,4,Under-Patron
3209302,1,1,0,1,Under-Patron
3209307,6,4,0,3,Under-Patron
3209314,7,2,0,7,Under-Patron
3209321,2,1,0,1,Under-Patron
3209389,1,1,0,1,Under-Patron
3209390,4,3,0,3,Under-Patron
3209415,7,3,2,3,Under-Patron
3209420,3,1,4,2,Under-Patron
3209425,5,1,1,2,Under-Patron
3209459,2,1,0,2,Under-Patron
3209562,4,3,0,2,Under-Patron
3209657,1,1,0,1,Under-Patron
3209674,2,1,0,2,Under-Patron
3209676,1,1,0,1,Under-Patron
3209700,1,1,0,1,Under-Patron
3206795,1,4,0,1,Under-Patron
3209748,4,1,0,1,Under-Patron
3209759,3,1,0,3,Under-Patron
3209761,20,3,3,4,Under-Patron
3209903,2,1,1,2,Under-Patron
3209969,2,1,0,2,Under-Patron
3210000,4,3,0,3,Under-Patron
48547,1,3,0,2,Under-Patron
166880,0,11,13,12,Under-Patron
21135,5,8,18,20,Under-Patron
3210019,0,2,0,1,Under-Patron
11874,3,10,7,14,Under-Patron
3210114,1,1,0,2,Under-Patron
3210124,5,1,0,3,Under-Patron
3210139,1,1,1,1,Under-Patron
3112931,0,2,0,1,Under-Patron
192972,0,11,0,1,Under-Patron
3210161,2,3,0,2,Under-Patron
3086736,3,2,5,5,Under-Patron
3022596,1,6,0,3,Under-Patron
3210223,1,1,0,1,Under-Patron
3210238,1,1,0,2,Under-Patron
3210256,2,2,0,3,Under-Patron
3210281,1,2,0,4,Under-Patron
3205858,2,2,0,2,Under-Patron
3202771,2,2,0,1,Under-Patron
3210328,1,1,0,1,Under-Patron
3210341,2,4,1,3,Under-Patron
166833,2,7,7,13,Under-Patron
97998,4,11,22,19,Under-Patron
231990,2,7,0,5,Under-Patron
3104723,0,1,1,1,Under-Patron
3210399,5,1,1,3,Under-Patron
3210408,2,1,0,2,Under-Patron
3210434,2,1,0,2,Under-Patron
3210456,3,1,1,4,Under-Patron
2219754,0,4,0,1,Under-Patron
3210472,0,1,0,1,Under-Patron
3210480,0,1,0,1,Under-Patron
3210494,1,1,0,1,Under-Patron
3090187,0,4,0,2,Under-Patron
3102062,1,1,1,2,Under-Patron
3210515,4,3,0,4,Under-Patron
3210796,2,1,1,2,Under-Patron
3210889,0,1,0,1,Under-Patron
3210929,10,2,0,3,Under-Patron
3210935,4,1,0,4,Under-Patron
3210965,15,2,4,4,Under-Patron
3211005,11,1,3,4,Under-Patron
3099073,0,2,1,2,Under-Patron
3211136,2,1,0,2,Under-Patron
3211143,2,1,1,2,Under-Patron
3065900,4,8,8,8,Under-Patron
3041595,0,6,1,0,Under-Patron
3211216,1,1,0,1,Under-Patron
3211247,1,1,0,1,Under-Patron
3211260,1,2,0,1,Under-Patron
3211267,2,1,0,1,Under-Patron
3112847,0,1,0,1,Under-Patron
3211292,3,1,0,2,Under-Patron
3211303,1,1,0,1,Under-Patron
3108276,2,3,0,2,Under-Patron
143646,0,2,0,8,Under-Patron
2261926,12,14,16,14,Under-Patron
3211315,3,3,0,3,Under-Patron
3211316,3,1,0,2,Under-Patron
2254170,1,10,0,7,Under-Patron
3211336,1,1,0,1,Under-Patron
3211338,2,2,0,1,Under-Patron
3211344,2,1,1,2,Under-Patron
3088704,12,4,7,7,Under-Patron
3211418,1,1,0,1,Under-Patron
3200832,6,3,0,2,Under-Patron
91358,26,5,12,13,Under-Patron
3010595,6,15,15,15,Under-Patron
3211497,1,2,2,1,Under-Patron
3211536,3,1,1,2,Under-Patron
3211571,2,1,0,2,Under-Patron
3211701,1,1,0,1,Under-Patron
3211709,6,2,1,2,Under-Patron
3211735,4,2,0,3,Under-Patron
3211761,5,1,0,3,Under-Patron
3211764,1,1,0,1,Under-Patron
3211766,1,1,0,1,Under-Patron
3211797,2,3,0,3,Under-Patron
3211801,3,1,0,3,Under-Patron
3211907,0,1,0,1,Under-Patron
3211936,1,1,0,1,Under-Patron
3211980,1,1,0,1,Under-Patron
3211989,1,1,0,1,Under-Patron
3212024,1,1,0,1,Under-Patron
3212112,6,1,0,3,Under-Patron
3212151,4,1,0,2,Under-Patron
3212219,7,2,0,3,Under-Patron
3212250,10,4,2,4,Under-Patron
3212263,1,1,0,1,Under-Patron
3212330,2,2,0,2,Under-Patron
3212331,1,1,0,1,Under-Patron
3212351,2,1,0,2,Under-Patron
3212447,4,1,0,3,Under-Patron
3212478,3,1,0,3,Under-Patron
3212492,1,1,0,1,Under-Patron
3212511,9,1,0,3,Under-Patron
3212512,0,1,0,1,Under-Patron
3212647,7,2,0,3,Under-Patron
3212650,2,1,0,2,Under-Patron
3071565,5,6,9,8,Under-Patron
3212670,1,1,0,2,Under-Patron
3212697,7,3,3,5,Under-Patron
3212742,1,1,0,1,Under-Patron
91969,4,20,22,16,Under-Patron
3212863,2,1,0,2,Under-Patron
3212886,7,3,0,4,Under-Patron
3212963,0,2,0,1,Under-Patron
3212982,1,1,0,1,Under-Patron
3213013,2,1,0,2,Under-Patron
3213014,4,4,0,2,Under-Patron
3213032,3,1,0,3,Under-Patron
3213124,2,4,0,1,Under-Patron
3213188,1,1,0,1,Under-Patron
3213206,16,2,0,4,Under-Patron
3210026,1,1,1,2,Under-Patron
3212382,10,4,0,4,Under-Patron
3213223,9,1,2,5,Under-Patron
3213228,1,2,0,1,Under-Patron
3213237,1,1,0,1,Under-Patron
3213241,3,1,0,1,Under-Patron
3213266,10,1,0,3,Under-Patron
2219282,14,4,20,16,Under-Patron
3213275,1,1,0,1,Under-Patron
3213295,2,1,0,2,Under-Patron
3213301,2,2,0,2,Under-Patron
3213306,1,1,0,1,Under-Patron
3213313,1,1,0,1,Under-Patron
3213327,1,1,0,1,Under-Patron
3213331,4,3,2,3,Under-Patron
3213343,1,1,0,1,Under-Patron
3213378,0,1,0,1,Under-Patron
3213380,1,1,0,3,Under-Patron
3213384,0,1,0,2,Under-Patron
3213418,1,1,0,1,Under-Patron
3213444,4,2,2,3,Under-Patron
3213457,2,1,0,2,Under-Patron
3213460,2,1,0,2,Under-Patron
3213475,4,1,0,4,Under-Patron
3213484,1,1,0,1,Under-Patron
3213504,2,1,0,2,Under-Patron
3213514,12,2,4,5,Under-Patron
3213522,1,1,0,1,Under-Patron
3213525,2,1,0,2,Under-Patron
3213535,1,1,0,1,Under-Patron
3213537,6,3,3,3,Under-Patron
3213639,1,2,0,1,Under-Patron
3213640,3,1,0,2,Under-Patron
3213643,1,1,0,1,Under-Patron
3213651,1,1,0,1,Under-Patron
3213663,1,1,0,1,Under-Patron
3213725,1,1,0,1,Under-Patron
3213781,4,3,0,3,Under-Patron
3213795,1,1,0,1,Under-Patron
3216165,1,1,1,1,Under-Patron
3216166,2,1,0,2,Under-Patron
3216172,1,1,0,1,Under-Patron
3216173,1,3,0,1,Under-Patron
3216246,5,2,0,4,Under-Patron
3216272,2,1,0,2,Under-Patron
3216289,6,2,1,4,Under-Patron
3216323,2,1,0,2,Under-Patron
3216332,7,1,0,5,Under-Patron
3216340,1,3,0,1,Under-Patron
250232,2,22,20,18,Under-Patron
3216378,3,2,7,4,Under-Patron
3216315,2,3,2,2,Under-Patron
3216472,2,1,3,2,Under-Patron
3216488,3,1,0,2,Under-Patron
3216614,3,1,0,1,Under-Patron
3216620,2,1,2,2,Under-Patron
3073387,0,8,0,2,Under-Patron
10993,5,3,5,5,Under-Patron
3095224,10,5,7,5,Under-Patron
3216700,2,1,0,2,Under-Patron
3216704,1,2,2,1,Under-Patron
3216715,6,2,4,3,Under-Patron
3216725,1,1,0,1,Under-Patron
3216741,1,1,0,1,Under-Patron
3216748,1,1,0,1,Under-Patron
3216760,2,1,0,1,Under-Patron
3216768,1,1,0,1,Under-Patron
3216796,2,2,0,2,Under-Patron
3216811,4,1,3,2,Under-Patron
3216816,4,2,0,3,Under-Patron
3216821,3,2,0,3,Under-Patron
3216831,1,1,0,1,Under-Patron
3216857,3,1,1,2,Under-Patron
3216858,2,1,0,1,Under-Patron
3216861,1,1,0,2,Under-Patron
3216865,1,1,0,1,Under-Patron
3216904,1,1,0,1,Under-Patron
3216922,4,1,0,3,Under-Patron
3216930,1,1,0,1,Under-Patron
3216931,1,1,0,1,Under-Patron
3216945,1,1,0,1,Under-Patron
3216972,8,1,2,4,Under-Patron
3216984,1,1,0,1,Under-Patron
3216996,2,1,0,2,Under-Patron
3217009,1,1,0,1,Under-Patron
3217010,1,1,0,1,Under-Patron
3217017,2,1,0,2,Under-Patron
3217037,1,1,0,1,Under-Patron
3217045,2,1,0,1,Under-Patron
