customer_no,num_stb_last_5_years,num_yrs_donor,num_yrs_sub,num_yrs_stb,Donor_Category
57448,4,2,3,8,Under-Patron
3218653,2,3,7,6,Under-Patron
3078124,6,1,2,8,Under-Patron
2218100,1,1,0,4,Under-Patron
3227818,1,1,0,1,Under-Patron
3227826,1,1,0,1,Under-Patron
3227833,1,1,0,1,Under-Patron
3227846,1,1,0,1,Under-Patron
3227819,2,2,0,3,Under-Patron
3227880,1,1,0,1,Under-Patron
3227898,1,1,0,1,Under-Patron
3095246,4,2,18,16,Under-Patron
3227913,2,1,0,1,Under-Patron
3227927,1,1,0,1,Under-Patron
3227933,2,1,0,1,Under-Patron
3227934,2,1,0,1,Under-Patron
3227939,1,1,0,1,Under-Patron
3227987,1,1,0,1,Under-Patron
3226276,3,3,1,5,Under-Patron
3228021,2,2,3,2,Under-Patron
3097622,0,2,1,3,Under-Patron
3220905,10,8,13,13,Under-Patron
3218555,3,2,0,3,Under-Patron
2234214,1,1,2,4,Under-Patron
3225666,2,1,0,3,Under-Patron
2260994,5,2,2,8,Under-Patron
3093013,8,1,6,5,Under-Patron
3228083,1,1,0,1,Under-Patron
3228111,4,1,0,2,Under-Patron
3228119,1,1,0,1,Under-Patron
3228128,0,1,2,0,Under-Patron
3228136,2,1,0,1,Under-Patron
3228139,2,1,0,2,Under-Patron
3228154,8,1,0,2,Under-Patron
3222028,4,1,0,2,Under-Patron
3113496,2,1,0,2,Under-Patron
168215,10,15,18,15,Under-Patron
3224984,5,3,2,3,Under-Patron
3228222,1,2,0,1,Under-Patron
3226447,3,1,0,2,Under-Patron
3227566,1,2,1,2,Under-Patron
3228236,4,1,3,2,Under-Patron
3228277,4,2,3,2,Under-Patron
205782,10,3,7,8,Under-Patron
3228302,4,1,0,1,Under-Patron
3228316,1,1,0,1,Under-Patron
227038,3,5,13,14,Under-Patron
3073195,1,2,0,2,Under-Patron
3228399,1,1,0,1,Under-Patron
3228406,1,1,0,1,Under-Patron
3228416,4,1,0,1,Under-Patron
3228445,2,2,1,2,Under-Patron
3228446,2,1,0,2,Under-Patron
3228453,1,1,0,1,Under-Patron
3210017,2,3,0,2,Under-Patron
199415,3,2,1,3,Under-Patron
3228516,1,1,0,1,Under-Patron
3228547,1,1,0,1,Under-Patron
3228557,1,1,0,1,Under-Patron
2239407,14,9,7,12,Under-Patron
2241377,1,2,0,2,Under-Patron
3014680,7,1,0,7,Under-Patron
3216780,2,1,2,1,Under-Patron
3228648,1,1,0,1,Under-Patron
3105661,1,1,0,1,Under-Patron
3218908,2,1,0,2,Under-Patron
3228696,2,2,1,2,Under-Patron
3223094,3,1,2,2,Under-Patron
3228714,2,1,0,1,Under-Patron
3228715,1,1,0,1,Under-Patron
3228723,1,1,0,1,Under-Patron
3228727,3,1,0,1,Under-Patron
3228734,1,1,0,1,Under-Patron
3093504,3,3,2,6,Under-Patron
3020624,10,9,12,12,Under-Patron
3228760,2,1,0,1,Under-Patron
3220685,6,2,3,3,Under-Patron
3228768,0,1,0,1,Under-Patron
3228772,2,1,0,1,Under-Patron
3228777,0,2,0,1,Under-Patron
3228785,1,1,0,1,Under-Patron
3228796,4,2,0,1,Under-Patron
3228807,1,1,0,1,Under-Patron
3228822,4,2,0,3,Under-Patron
3228840,3,1,0,2,Under-Patron
3228869,1,1,0,1,Under-Patron
3228883,2,1,0,2,Under-Patron
3228890,1,1,0,1,Under-Patron
3220422,2,3,0,3,Under-Patron
3218307,3,1,2,2,Under-Patron
3013063,1,1,0,2,Under-Patron
3096293,13,1,0,2,Under-Patron
3228937,1,1,0,1,Under-Patron
3228965,2,1,0,2,Under-Patron
99513,15,2,5,6,Under-Patron
3216171,4,2,1,3,Under-Patron
3229016,1,1,0,1,Under-Patron
3229013,4,1,0,4,Under-Patron
3229008,1,1,0,1,Under-Patron
3229027,1,1,0,1,Under-Patron
3229034,3,1,0,2,Under-Patron
3229045,2,1,0,2,Under-Patron
3229063,1,1,0,2,Under-Patron
3107315,11,4,3,4,Under-Patron
3076498,4,1,0,3,Under-Patron
3103953,1,1,0,4,Under-Patron
3218224,0,1,1,1,Under-Patron
3218229,2,1,0,2,Under-Patron
3229162,2,1,0,1,Under-Patron
3229165,2,1,1,1,Under-Patron
3229177,2,1,0,1,Under-Patron
3229184,1,1,3,1,Under-Patron
3229206,0,1,0,1,Under-Patron
3229208,1,1,0,1,Under-Patron
3229246,0,1,0,1,Under-Patron
3229254,1,1,0,1,Under-Patron
3229288,1,1,0,1,Under-Patron
3229305,1,2,0,1,Under-Patron
3225243,1,2,0,2,Under-Patron
2217110,1,3,15,13,Under-Patron
3208407,4,2,0,3,Under-Patron
3023359,3,1,0,8,Under-Patron
2246744,3,2,0,2,Under-Patron
3229374,1,1,0,1,Under-Patron
3229381,1,1,0,1,Under-Patron
3222897,1,2,0,1,Under-Patron
3207031,2,1,0,2,Under-Patron
3216739,2,1,0,2,Under-Patron
3087308,5,1,0,4,Under-Patron
3112024,1,1,0,2,Under-Patron
3225326,2,1,0,4,Under-Patron
3222062,2,1,0,2,Under-Patron
3229489,2,1,0,1,Under-Patron
3229504,3,1,0,2,Under-Patron
3229508,1,1,0,1,Under-Patron
215202,2,3,0,4,Under-Patron
3229532,1,1,0,1,Under-Patron
3229571,2,1,0,1,Under-Patron
3211337,0,4,0,1,Under-Patron
3071950,1,1,0,2,Under-Patron
3207484,2,1,0,1,Under-Patron
3229587,1,1,0,1,Under-Patron
3229626,3,1,0,3,Under-Patron
3229661,4,2,0,2,Under-Patron
3229663,1,1,0,1,Under-Patron
3229664,1,1,0,1,Under-Patron
3219382,4,1,0,5,Under-Patron
3229709,5,1,0,3,Under-Patron
3220629,2,1,0,3,Under-Patron
3075468,0,1,1,1,Under-Patron
3229737,0,1,0,1,Under-Patron
3103089,4,1,0,4,Under-Patron
3205650,1,5,7,9,Under-Patron
3222111,2,1,0,2,Under-Patron
3218148,0,2,1,7,Under-Patron
3225891,10,1,7,12,Under-Patron
3112765,0,2,0,2,Under-Patron
3107251,8,3,1,6,Under-Patron
3218249,7,2,2,3,Under-Patron
3102604,1,1,1,2,Under-Patron
2228278,2,9,0,12,Under-Patron
3213668,1,1,0,4,Under-Patron
3229901,2,1,0,1,Under-Patron
3229975,1,1,0,1,Under-Patron
3106956,7,2,0,11,Under-Patron
248701,9,8,11,19,Under-Patron
3230054,1,1,0,1,Under-Patron
3230056,1,2,0,1,Under-Patron
3230103,1,1,0,1,Under-Patron
3230121,1,2,3,1,Under-Patron
3230132,1,1,0,1,Under-Patron
3230142,1,1,0,1,Under-Patron
3230156,2,2,0,1,Under-Patron
3230168,2,1,0,1,Under-Patron
3230171,1,1,0,1,Under-Patron
3230178,1,1,0,1,Under-Patron
3230203,1,1,0,1,Under-Patron
3102381,4,1,0,3,Under-Patron
3219064,2,1,0,2,Under-Patron
3103760,6,2,0,4,Under-Patron
3230249,1,1,0,1,Under-Patron
3207158,4,3,4,3,Under-Patron
3230274,1,1,0,1,Under-Patron
3230276,1,1,0,1,Under-Patron
3013095,4,14,14,9,Under-Patron
3230308,1,1,0,1,Under-Patron
3230321,1,1,0,2,Under-Patron
3230325,2,1,0,1,Under-Patron
2243309,1,1,0,2,Under-Patron
3224900,0,1,0,2,Under-Patron
3230366,2,1,0,2,Under-Patron
3230378,1,1,0,1,Under-Patron
3230392,2,2,0,2,Under-Patron
3084542,1,1,0,2,Under-Patron
3213767,3,1,0,5,Under-Patron
3112893,1,2,0,3,Under-Patron
3230478,4,1,0,2,Under-Patron
3230494,1,1,0,2,Under-Patron
3230519,1,1,0,1,Under-Patron
3230524,2,1,0,1,Under-Patron
3230543,1,1,0,1,Under-Patron
3230545,1,1,0,1,Under-Patron
3230562,2,1,0,2,Under-Patron
3230563,2,1,0,2,Under-Patron
3230567,1,1,0,1,Under-Patron
3230608,1,1,0,1,Under-Patron
3230668,3,1,0,2,Under-Patron
3230672,2,1,0,2,Under-Patron
3230700,0,2,0,1,Under-Patron
3230705,1,1,0,1,Under-Patron
3230765,1,1,0,1,Under-Patron
3230830,3,1,2,2,Under-Patron
3230582,3,1,0,3,Under-Patron
2262019,4,1,11,17,Under-Patron
3230924,1,1,0,1,Under-Patron
3230925,1,1,0,1,Under-Patron
3230932,1,1,0,1,Under-Patron
3230948,1,1,0,1,Under-Patron
3230954,1,1,0,1,Under-Patron
3230955,1,1,0,1,Under-Patron
3230964,6,1,0,2,Under-Patron
3230968,2,1,0,1,Under-Patron
3230985,1,1,0,1,Under-Patron
171250,2,1,0,9,Under-Patron
3231015,1,1,0,1,Under-Patron
3231018,3,1,0,1,Under-Patron
3220964,3,2,0,2,Under-Patron
3231043,2,1,0,1,Under-Patron
3231081,1,1,0,1,Under-Patron
3231104,1,1,0,1,Under-Patron
3231116,2,1,0,1,Under-Patron
3231118,1,1,0,2,Under-Patron
3231186,1,1,0,1,Under-Patron
3231205,1,1,0,1,Under-Patron
3231222,3,1,0,1,Under-Patron
3231236,1,1,0,1,Under-Patron
3231246,1,1,0,1,Under-Patron
3231249,2,1,0,1,Under-Patron
3231254,1,1,0,1,Under-Patron
3231283,1,2,0,4,Under-Patron
3231347,1,1,0,1,Under-Patron
3231352,2,1,0,2,Under-Patron
3201351,1,2,0,1,Under-Patron
3231395,2,2,0,2,Under-Patron
3231421,1,1,0,1,Under-Patron
3231453,3,1,0,1,Under-Patron
3231461,6,1,0,2,Under-Patron
3231464,1,1,0,1,Under-Patron
3231465,1,1,0,1,Under-Patron
3231475,2,1,0,2,Under-Patron
3231503,1,1,0,1,Under-Patron
3231513,2,1,0,2,Under-Patron
3012094,4,4,11,10,Under-Patron
3021660,2,1,0,4,Under-Patron
2222868,3,4,4,11,Under-Patron
3231559,1,1,0,1,Under-Patron
175991,8,13,22,21,Under-Patron
81684,0,9,11,10,Under-Patron
3231607,1,2,0,1,Under-Patron
3231616,6,1,1,2,Under-Patron
3063087,8,2,3,9,Under-Patron
3231678,3,1,0,2,Under-Patron
3231690,4,1,0,2,Under-Patron
3231700,1,1,0,1,Under-Patron
3208554,5,1,2,4,Under-Patron
3231718,5,1,0,2,Under-Patron
3231726,5,1,1,1,Under-Patron
3231728,1,1,0,1,Under-Patron
3231742,2,1,0,1,Under-Patron
3231750,1,1,0,1,Under-Patron
3231764,1,1,0,1,Under-Patron
3212682,2,1,0,2,Under-Patron
2247126,7,6,18,13,Under-Patron
3231624,2,1,1,3,Under-Patron
3231796,1,1,0,1,Under-Patron
3231809,2,1,0,1,Under-Patron
3231810,5,1,0,4,Under-Patron
3231874,1,1,0,1,Under-Patron
3231882,2,1,0,2,Under-Patron
3225461,3,1,0,3,Under-Patron
3231891,1,1,0,1,Under-Patron
3231894,1,1,0,1,Under-Patron
3231907,1,1,0,1,Under-Patron
3231912,2,1,0,1,Under-Patron
3231920,3,1,0,2,Under-Patron
3231923,1,1,0,1,Under-Patron
3231964,1,1,0,1,Under-Patron
3232017,1,1,0,1,Under-Patron
3232061,1,1,0,1,Under-Patron
3223960,2,2,0,2,Under-Patron
3232122,2,1,0,1,Under-Patron
3232145,1,1,0,1,Under-Patron
3232148,1,1,0,1,Under-Patron
3232156,1,1,0,1,Under-Patron
3232171,2,1,0,2,Under-Patron
3232187,3,1,0,1,Under-Patron
3232196,1,1,0,1,Under-Patron
3232213,2,1,0,1,Under-Patron
3092265,9,7,2,3,Under-Patron
3232241,2,1,0,1,Under-Patron
3232246,2,1,1,1,Under-Patron
3206366,6,1,0,3,Under-Patron
3232262,1,1,0,1,Under-Patron
3232278,4,1,0,3,Under-Patron
3232313,1,1,0,1,Under-Patron
3097601,2,1,0,4,Under-Patron
3232390,1,1,0,1,Under-Patron
3217626,11,3,2,5,Under-Patron
3208729,10,1,0,4,Under-Patron
3232485,2,1,0,2,Under-Patron
3232490,7,2,2,3,Under-Patron
3232497,2,1,0,2,Under-Patron
3232509,1,1,0,1,Under-Patron
3232532,2,2,0,2,Under-Patron
3232536,4,2,0,1,Under-Patron
3232537,1,1,0,1,Under-Patron
3232555,2,1,1,2,Under-Patron
253246,7,1,0,19,Under-Patron
166590,1,1,0,2,Under-Patron
3232570,2,1,0,1,Under-Patron
3232579,1,1,0,1,Under-Patron
3232583,1,2,0,1,Under-Patron
3232587,1,1,0,1,Under-Patron
3232593,1,1,0,1,Under-Patron
3232602,2,1,0,2,Under-Patron
3232634,4,1,1,2,Under-Patron
3232666,1,1,0,1,Under-Patron
3232673,1,1,0,1,Under-Patron
3232697,1,1,0,1,Under-Patron
3232716,1,1,0,1,Under-Patron
3232717,1,1,0,1,Under-Patron
3232723,1,1,0,1,Under-Patron
3232739,1,1,0,2,Under-Patron
3232748,1,1,0,1,Under-Patron
3232761,2,2,0,2,Under-Patron
3232774,1,1,0,1,Under-Patron
3232776,2,1,0,1,Under-Patron
3232791,1,1,0,1,Under-Patron
3232810,3,1,0,2,Under-Patron
3232841,2,1,0,1,Under-Patron
3232894,2,1,0,2,Under-Patron
3232911,1,1,0,1,Under-Patron
198541,4,9,13,15,Under-Patron
3060819,3,5,0,6,Under-Patron
3232943,1,1,0,1,Under-Patron
3232979,1,1,0,1,Under-Patron
3232980,2,1,0,1,Under-Patron
3232985,1,1,0,1,Under-Patron
3232999,1,1,0,1,Under-Patron
3233052,2,1,0,1,Under-Patron
3206125,1,4,4,3,Under-Patron
3233086,1,1,0,1,Under-Patron
3233111,1,1,0,1,Under-Patron
3233116,1,1,0,1,Under-Patron
3233152,2,2,0,1,Under-Patron
3111752,1,1,1,6,Under-Patron
3233160,1,1,0,1,Under-Patron
3092604,1,1,1,3,Under-Patron
109855,4,3,0,3,Under-Patron
3211568,3,1,0,2,Under-Patron
3211527,2,1,0,2,Under-Patron
3233191,2,2,0,1,Under-Patron
3233193,1,1,0,1,Under-Patron
3233207,1,1,0,1,Under-Patron
3080787,5,4,2,6,Under-Patron
3113177,3,1,0,3,Under-Patron
3017014,3,4,7,10,Under-Patron
3232962,2,1,0,1,Under-Patron
3226280,2,1,0,2,Under-Patron
3057250,6,2,4,4,Under-Patron
3216887,2,3,0,2,Under-Patron
3233310,8,1,2,2,Under-Patron
3233337,1,1,0,1,Under-Patron
3233353,1,1,0,1,Under-Patron
3233357,1,1,0,1,Under-Patron
3233375,1,1,0,1,Under-Patron
3233380,1,1,0,1,Under-Patron
2214101,5,2,0,3,Under-Patron
3102439,2,1,0,4,Under-Patron
3233535,1,1,0,1,Under-Patron
3233544,2,1,0,1,Under-Patron
3233560,1,1,0,1,Under-Patron
3233564,2,1,0,2,Under-Patron
3233640,2,1,1,1,Under-Patron
3233646,1,1,0,1,Under-Patron
3233668,1,1,0,1,Under-Patron
3233692,1,1,0,1,Under-Patron
2258306,1,1,0,2,Under-Patron
3233719,0,1,1,0,Under-Patron
3233724,1,1,0,1,Under-Patron
3233738,0,1,0,2,Under-Patron
3233769,3,1,0,2,Under-Patron
3233771,3,2,1,1,Under-Patron
3233789,1,1,0,1,Under-Patron
3233801,1,1,0,1,Under-Patron
3233811,0,2,0,2,Under-Patron
3233844,1,1,0,1,Under-Patron
3233876,2,1,0,2,Under-Patron
3233889,0,1,0,1,Under-Patron
3233895,1,1,0,1,Under-Patron
3233911,0,2,0,2,Under-Patron
3233920,1,1,0,1,Under-Patron
3233929,3,1,1,2,Under-Patron
3233942,2,1,0,2,Under-Patron
3233986,1,1,0,1,Under-Patron
3093764,1,5,0,4,Under-Patron
3233661,0,1,0,1,Under-Patron
3005618,0,2,0,12,Under-Patron
3234025,2,2,1,2,Under-Patron
3234030,0,1,0,1,Under-Patron
3112236,6,4,0,5,Under-Patron
3234051,0,1,0,2,Under-Patron
3234052,1,1,0,1,Under-Patron
3234076,1,2,0,1,Under-Patron
3234086,1,1,0,1,Under-Patron
3234087,1,1,0,1,Under-Patron
3234100,4,1,0,1,Under-Patron
3234123,1,1,0,1,Under-Patron
3220852,1,2,0,1,Under-Patron
3234137,1,1,0,1,Under-Patron
3234207,0,2,0,1,Under-Patron
3234244,1,1,0,1,Under-Patron
185590,1,1,0,1,Under-Patron
3234344,2,1,0,2,Under-Patron
3234362,4,2,0,3,Under-Patron
3234381,1,1,0,1,Under-Patron
3234404,1,1,0,1,Under-Patron
3227526,2,1,0,2,Under-Patron
3095059,2,2,4,7,Under-Patron
3234636,1,1,0,1,Under-Patron
3234653,7,1,1,2,Under-Patron
3234670,2,1,0,1,Under-Patron
3234701,1,1,0,1,Under-Patron
3234719,1,1,0,1,Under-Patron
3234726,1,1,0,1,Under-Patron
3234737,1,1,0,1,Under-Patron
3234761,4,2,0,1,Under-Patron
3234765,1,1,0,1,Under-Patron
3234784,1,1,0,1,Under-Patron
3234789,3,2,0,2,Under-Patron
3234813,1,1,0,2,Under-Patron
3234877,2,1,0,1,Under-Patron
3234882,0,1,0,1,Under-Patron
3234884,5,1,1,2,Under-Patron
3234902,4,1,2,2,Under-Patron
3234927,2,1,0,1,Under-Patron
3234937,3,1,0,2,Under-Patron
3234970,2,1,0,1,Under-Patron
3234974,1,1,0,1,Under-Patron
3234996,1,1,0,1,Under-Patron
3235006,0,1,0,1,Under-Patron
3235012,0,2,0,2,Under-Patron
3235031,0,1,0,1,Under-Patron
3235033,0,1,0,1,Under-Patron
3235044,0,2,0,2,Under-Patron
3235063,1,1,0,1,Under-Patron
3235065,1,1,0,1,Under-Patron
3235072,0,1,0,1,Under-Patron
3235078,1,1,0,1,Under-Patron
3235093,0,1,0,2,Under-Patron
3235127,2,1,0,2,Under-Patron
3235187,1,1,0,1,Under-Patron
3235191,3,1,0,1,Under-Patron
3235194,2,1,0,1,Under-Patron
3235196,3,1,0,2,Under-Patron
3235188,1,1,0,2,Under-Patron
3220863,5,1,1,3,Under-Patron
3225042,5,2,2,3,Under-Patron
3235264,1,1,0,1,Under-Patron
3235282,2,2,0,1,Under-Patron
3079255,2,1,0,3,Under-Patron
3235331,1,1,0,1,Under-Patron
3235362,1,1,0,1,Under-Patron
3235364,2,1,0,1,Under-Patron
3235373,1,1,0,1,Under-Patron
248359,1,1,0,3,Under-Patron
3235408,2,1,0,1,Under-Patron
3235451,2,1,0,1,Under-Patron
3235481,2,1,0,1,Under-Patron
3235582,1,1,0,1,Under-Patron
3235599,0,1,0,1,Under-Patron
3235610,1,1,0,1,Under-Patron
3235615,0,1,0,1,Under-Patron
3235618,4,1,0,2,Under-Patron
3235658,1,1,0,1,Under-Patron
3235665,0,1,0,1,Under-Patron
3235705,0,1,0,2,Under-Patron
3021038,1,1,1,2,Under-Patron
117495,2,1,0,1,Under-Patron
3235748,2,1,0,2,Under-Patron
3235753,2,1,0,2,Under-Patron
3235796,0,1,0,1,Under-Patron
3235809,1,1,0,1,Under-Patron
3068818,3,1,0,2,Under-Patron
3203183,6,3,1,2,Under-Patron
3235872,2,1,0,2,Under-Patron
3235891,1,1,0,1,Under-Patron
3224631,1,3,0,3,Under-Patron
3235931,0,1,0,1,Under-Patron
206983,1,1,0,1,Under-Patron
3236164,1,1,0,1,Under-Patron
3236262,1,1,0,1,Under-Patron
3236264,1,1,1,1,Under-Patron
3103945,3,1,0,4,Under-Patron
3235897,2,2,0,1,Under-Patron
3236294,10,4,2,8,Under-Patron
3236310,1,1,0,1,Under-Patron
3236381,0,1,0,1,Under-Patron
3236429,4,1,0,1,Under-Patron
3236453,2,1,0,1,Under-Patron
3236455,0,1,0,2,Under-Patron
3236486,1,1,0,1,Under-Patron
3236487,0,1,0,1,Under-Patron
3236493,3,1,0,2,Under-Patron
3236497,0,2,0,2,Under-Patron
3053239,0,2,0,4,Under-Patron
3224835,0,1,0,2,Under-Patron
2255261,1,1,0,2,Under-Patron
3236562,0,1,0,1,Under-Patron
3236588,0,2,0,1,Under-Patron
3236603,0,1,0,1,Under-Patron
3236617,5,1,0,2,Under-Patron
3236738,0,1,0,1,Under-Patron
3236740,0,1,0,1,Under-Patron
3236762,0,1,0,1,Under-Patron
3236793,1,1,0,1,Under-Patron
3236898,2,2,0,2,Under-Patron
3236915,1,1,0,1,Under-Patron
3236947,1,1,0,1,Under-Patron
3236980,0,1,0,1,Under-Patron
3236990,1,1,0,1,Under-Patron
3236993,1,1,0,1,Under-Patron
3237045,0,2,0,1,Under-Patron
3237053,2,1,0,1,Under-Patron
3237067,3,1,1,2,Under-Patron
3237073,0,1,0,1,Under-Patron
3237076,0,1,0,1,Under-Patron
3237101,0,1,0,1,Under-Patron
3237106,0,1,0,1,Under-Patron
3237158,1,1,0,1,Under-Patron
3237200,2,1,0,2,Under-Patron
3224732,0,1,2,9,Under-Patron
3235964,1,1,0,2,Under-Patron
3099507,4,1,0,2,Under-Patron
2243530,1,1,4,9,Under-Patron
3107944,8,1,0,5,Under-Patron
3225406,4,1,0,4,Under-Patron
3237309,1,1,0,1,Under-Patron
3237311,2,1,0,2,Under-Patron
3230577,3,1,0,1,Under-Patron
3237346,1,1,0,1,Under-Patron
3237354,3,2,1,2,Under-Patron
3112752,3,3,0,6,Under-Patron
3217226,16,1,3,9,Under-Patron
3227584,5,2,0,2,Under-Patron
3237509,2,2,1,2,Under-Patron
3237516,3,2,0,2,Under-Patron
3237603,1,1,0,1,Under-Patron
3211690,3,3,0,4,Under-Patron
3237622,2,1,0,1,Under-Patron
3237644,2,1,0,1,Under-Patron
3237651,0,1,0,2,Under-Patron
3237679,1,1,0,1,Under-Patron
3236589,0,1,0,1,Under-Patron
2226955,0,1,0,6,Under-Patron
3237733,2,1,0,1,Under-Patron
3217105,0,1,0,3,Under-Patron
3237812,1,2,0,1,Under-Patron
3237817,1,1,0,1,Under-Patron
3237820,5,1,0,2,Under-Patron
3237848,1,1,0,1,Under-Patron
3111210,2,3,0,2,Under-Patron
3237897,1,1,0,1,Under-Patron
3237914,3,1,1,2,Under-Patron
3237920,2,2,0,2,Under-Patron
3237955,4,1,0,2,Under-Patron
3237989,1,1,0,1,Under-Patron
3238050,1,1,0,1,Under-Patron
3113923,3,4,0,3,Under-Patron
3238126,0,1,0,1,Under-Patron
3238289,1,1,0,1,Under-Patron
3208517,2,1,0,2,Under-Patron
243231,2,1,0,3,Under-Patron
3238401,1,1,0,1,Under-Patron
3238404,1,1,0,1,Under-Patron
3238409,1,1,0,1,Under-Patron
3238495,1,1,0,1,Under-Patron
3238520,1,1,0,1,Under-Patron
3238525,1,1,0,1,Under-Patron
3238530,2,1,0,1,Under-Patron
3062542,3,2,0,11,Under-Patron
3238582,2,1,0,1,Under-Patron
3238584,2,1,0,1,Under-Patron
3238644,1,1,0,1,Under-Patron
3238668,2,1,0,1,Under-Patron
3238683,1,1,0,1,Under-Patron
3238748,1,2,0,1,Under-Patron
3238766,2,1,0,1,Under-Patron
3238769,2,1,0,1,Under-Patron
3238771,2,1,0,2,Under-Patron
3238772,1,1,0,1,Under-Patron
3238827,1,2,0,1,Under-Patron
3238825,1,1,0,1,Under-Patron
130055,1,6,8,4,Under-Patron
3238861,2,2,0,2,Under-Patron
3238908,1,1,0,1,Under-Patron
3239026,1,1,0,1,Under-Patron
3239038,1,1,0,1,Under-Patron
3239072,1,1,0,1,Under-Patron
3239079,1,1,0,1,Under-Patron
3239107,1,1,0,1,Under-Patron
3239126,1,1,0,1,Under-Patron
3239144,1,1,0,1,Under-Patron
3239189,2,1,0,2,Under-Patron
3239218,1,1,0,1,Under-Patron
3239258,1,1,0,1,Under-Patron
3239271,4,1,0,1,Under-Patron
3239279,1,1,0,1,Under-Patron
3239316,1,1,0,1,Under-Patron
3239322,4,2,0,3,Under-Patron
3239356,1,1,0,1,Under-Patron
3239357,3,1,0,1,Under-Patron
3239375,1,1,0,1,Under-Patron
3239378,5,2,0,2,Under-Patron
3239385,1,1,0,1,Under-Patron
3239398,2,1,0,1,Under-Patron
3239413,1,1,0,1,Under-Patron
3239421,3,1,0,3,Under-Patron
3239426,1,1,0,1,Under-Patron
3239447,1,1,0,1,Under-Patron
3239453,1,1,0,1,Under-Patron
3239455,3,1,0,2,Under-Patron
3239509,2,1,0,1,Under-Patron
3239519,1,1,0,1,Under-Patron
3239576,1,1,0,1,Under-Patron
3239586,2,1,0,1,Under-Patron
3239604,1,1,0,1,Under-Patron
3239646,1,1,0,1,Under-Patron
3239648,1,2,0,1,Under-Patron
3239654,1,1,0,1,Under-Patron
3239672,1,1,0,1,Under-Patron
3239674,1,1,0,1,Under-Patron
3239721,2,2,2,2,Under-Patron
3239724,4,1,0,2,Under-Patron
3239728,1,1,0,1,Under-Patron
3239741,2,1,0,1,Under-Patron
3239743,1,1,0,1,Under-Patron
3239769,1,1,0,1,Under-Patron
3239780,1,1,0,1,Under-Patron
3239792,1,1,0,1,Under-Patron
3239805,3,2,0,2,Under-Patron
3239870,1,2,0,1,Under-Patron
3239947,1,1,0,1,Under-Patron
3239955,1,1,0,1,Under-Patron
3239977,2,1,0,2,Under-Patron
3240003,1,2,0,1,Under-Patron
2211512,3,2,1,8,Under-Patron
3240085,1,1,0,1,Under-Patron
3240108,1,1,0,1,Under-Patron
3073170,1,7,0,1,Under-Patron
3240189,1,1,0,1,Under-Patron
3240230,2,1,0,2,Under-Patron
3240321,1,1,0,1,Under-Patron
3240350,1,2,0,1,Under-Patron
3240369,1,1,0,1,Under-Patron
3240385,1,1,0,1,Under-Patron
3240396,1,1,0,1,Under-Patron
3240399,1,2,2,1,Under-Patron
3240482,1,1,0,1,Under-Patron
3240579,2,1,0,2,Under-Patron
3240599,2,2,1,2,Under-Patron
3240642,1,1,0,1,Under-Patron
3231798,2,1,0,2,Under-Patron
3024796,3,1,0,3,Under-Patron
3239612,6,1,2,3,Under-Patron
3226003,3,1,0,2,Under-Patron
3233138,1,2,1,1,Under-Patron
2228240,1,1,0,1,Under-Patron
3240738,1,1,1,1,Under-Patron
3240741,2,2,0,2,Under-Patron
3113768,0,4,0,1,Under-Patron
175106,9,8,12,11,Under-Patron
3240791,7,2,2,2,Under-Patron
3240870,3,2,2,1,Under-Patron
3059683,5,11,8,9,Under-Patron
202931,4,3,0,6,Under-Patron
247318,6,4,11,10,Under-Patron
3106953,2,1,0,2,Under-Patron
3240944,3,1,0,1,Under-Patron
3240959,1,1,0,1,Under-Patron
3240963,2,1,0,1,Under-Patron
3241016,0,1,1,0,Under-Patron
3218246,1,2,2,1,Under-Patron
3241167,1,1,0,1,Under-Patron
3241193,1,1,0,1,Under-Patron
3241207,2,1,0,1,Under-Patron
3241238,1,1,0,1,Under-Patron
3241258,1,1,0,1,Under-Patron
2229832,3,2,6,8,Under-Patron
3054687,14,5,0,10,Under-Patron
3241333,4,1,1,1,Under-Patron
3241394,1,1,0,1,Under-Patron
3241405,5,1,0,1,Under-Patron
3241411,1,1,0,1,Under-Patron
3241424,1,1,0,1,Under-Patron
3241457,11,1,1,2,Under-Patron
3241458,2,1,0,1,Under-Patron
3241522,1,1,2,1,Under-Patron
3241562,0,1,0,1,Under-Patron
3241610,5,1,1,2,Under-Patron
3241647,2,1,0,2,Under-Patron
3241677,1,1,0,1,Under-Patron
3241822,0,1,2,0,Under-Patron
3241857,3,1,0,1,Under-Patron
3241934,2,1,1,2,Under-Patron
3241948,2,1,0,1,Under-Patron
3242063,2,1,0,1,Under-Patron
3225076,0,2,0,2,Under-Patron
3242182,1,1,0,1,Under-Patron
3242196,1,1,0,1,Under-Patron
3242221,1,1,0,1,Under-Patron
3207443,25,4,5,4,Under-Patron
3242399,6,1,0,1,Under-Patron
3242662,1,1,0,1,Under-Patron
3242915,1,1,0,1,Under-Patron
3243008,1,1,0,1,Under-Patron
3243161,2,1,0,2,Under-Patron
3243175,1,1,0,1,Under-Patron
3243187,4,1,0,1,Under-Patron
3243214,1,1,0,1,Under-Patron
3243219,1,1,0,1,Under-Patron
3243223,1,1,0,1,Under-Patron
3243412,1,3,0,3,Under-Patron
3243627,1,1,0,1,Under-Patron
3243632,1,1,1,1,Under-Patron
