customer_no,Affinity_Rating,Capacity_Rating,PROscore,Frequency,Monetary,Propensity_Rating,Donor_Category
3247053,,,,,,,Under-Patron
3247065,,,,,,,Under-Patron
3247134,,,,,,,Under-Patron
3247160,,,,,,,Under-Patron
3247187,,,,,,,Under-Patron
3247225,,,,,,,Under-Patron
3247262,,,,,,,Under-Patron
3247312,1,1,1,1,1,1,Under-Patron
3247370,,,,,,,Under-Patron
3247410,,,,,,,Under-Patron
3247430,,,,,,,Under-Patron
3247434,,,,,,,Under-Patron
3247440,,,,,,,Under-Patron
3247455,1,1,1,1,1,2,Under-Patron
3247516,,,,,,,Under-Patron
3247567,,,,,,,Under-Patron
3247687,,,,,,,Under-Patron
3247695,,,,,,,Under-Patron
3247719,,,,,,,Under-Patron
3247872,,,,,,,Under-Patron
3247873,1,1,1,1,1,1,Under-Patron
3247945,,,,,,,Under-Patron
3247957,,,,,,,Under-Patron
3247982,1,1,1,1,1,1,Under-Patron
3248026,,,,,,,Under-Patron
3248066,,,,,,,Under-Patron
3248329,,,,,,,Under-Patron
3248478,,,,,,,Under-Patron
3248545,,,,,,,Under-Patron
3248572,,,,,,,Under-Patron
3248891,,,,,,,Under-Patron
3248932,,,,,,,Under-Patron
3248988,,,,,,,Under-Patron
3249040,,,,,,,Under-Patron
3249073,,,,,,,Under-Patron
3249099,,,,,,,Under-Patron
3249155,,,,,,,Under-Patron
3249156,,,,,,,Under-Patron
3249176,,,,,,,Under-Patron
3249188,,,,,,,Under-Patron
3249245,,,,,,,Under-Patron
3249306,4,1,3,1,1,4,Under-Patron
3249364,,,,,,,Under-Patron
3249699,,,,,,,Under-Patron
3249741,,,,,,,Under-Patron
3249758,,,,,,,Under-Patron
3249762,,,,,,,Under-Patron
3249838,,,,,,,Under-Patron
3249859,,,,,,,Under-Patron
3249942,,,,,,,Under-Patron
3249944,,,,,,,Under-Patron
3250146,,,,,,,Under-Patron
3250150,,,,,,,Under-Patron
3250289,,,,,,,Under-Patron
3250314,,,,,,,Under-Patron
3250381,,,,,,,Under-Patron
3250490,,,,,,,Under-Patron
3250524,,,,,,,Under-Patron
3250598,,,,,,,Under-Patron
3250613,,,,,,,Under-Patron
3250654,,,,,,,Under-Patron
3250655,,,,,,,Under-Patron
3250738,,,,,,,Under-Patron
3250775,,,,,,,Under-Patron
3250847,,,,,,,Under-Patron
3250959,1,2,1,1,1,1,Under-Patron
3250969,1,1,2,1,1,4,Under-Patron
3250978,,,,,,,Under-Patron
3251010,,,,,,,Under-Patron
3251036,,,,,,,Under-Patron
3251247,,,,,,,Under-Patron
3251302,4,2,3,1,1,4,Under-Patron
3251328,,,,,,,Under-Patron
3251373,,,,,,,Under-Patron
3251385,,,,,,,Under-Patron
3251422,,,,,,,Under-Patron
3251456,,,,,,,Under-Patron
3251483,,,,,,,Under-Patron
3251515,,,,,,,Under-Patron
3251547,,,,,,,Under-Patron
3251587,,,,,,,Under-Patron
3251856,,,,,,,Under-Patron
3251889,,,,,,,Under-Patron
3251899,,,,,,,Under-Patron
3252227,,,,,,,Under-Patron
3252326,,,,,,,Under-Patron
3252386,,,,,,,Under-Patron
3252586,,,,,,,Under-Patron
3252676,,,,,,,Under-Patron
3252769,,,,,,,Under-Patron
3252794,,,,,,,Under-Patron
3252798,,,,,,,Under-Patron
3252845,,,,,,,Under-Patron
3252916,,,,,,,Under-Patron
3253003,,,,,,,Under-Patron
3253114,,,,,,,Under-Patron
3253119,,,,,,,Under-Patron
3253299,,,,,,,Under-Patron
3253307,,,,,,,Under-Patron
3253368,,,,,,,Under-Patron
3253640,,,,,,,Under-Patron
3253643,,,,,,,Under-Patron
3253711,,,,,,,Under-Patron
3253713,,,,,,,Under-Patron
3253726,,,,,,,Under-Patron
3253813,,,,,,,Under-Patron
3253860,,,,,,,Under-Patron
3253875,,,,,,,Under-Patron
3253903,,,,,,,Under-Patron
3253937,,,,,,,Under-Patron
3253974,,,,,,,Under-Patron
3254013,,,,,,,Under-Patron
3254029,,,,,,,Under-Patron
3254042,,,,,,,Under-Patron
3254139,,,,,,,Under-Patron
