customer_no,Days Since Last Ticket Order,Days Since Last Gift,Days Since Last Activity Date,Contribution_Last_Amount,Contribution_last_year_giving,Days since Last Contribution,Donor_Category
30614,105,1188,35,250,,1189,Under-Patron
31993,1573,1308,35,1000,,1309,Under-Patron
33830,114,306,7,200,200,307,Under-Patron
34091,2717,665,22,2500,,666,Under-Patron
34109,4109,1707,1034,200,,1708,Under-Patron
34366,119,117,22,1500,1500,118,Under-Patron
37043,76,798,35,250,,799,Under-Patron
37083,1554,1460,542,100,,1461,Under-Patron
37459,1202,952,359,2000,,953,Under-Patron
37581,183,1008,49,5,,1009,Under-Patron
37885,938,1490,35,1000,,1491,Under-Patron
38385,2457,993,165,25,,993,Under-Patron
39646,78,441,35,15,,442,Under-Patron
39847,112,229,7,1000,1000,229,Under-Patron
40933,84,550,35,13,,551,Under-Patron
41564,78,435,78,50,,436,Under-Patron
43017,114,47,22,500,500,48,Under-Patron
45651,79,453,35,12,,454,Under-Patron
45669,932,1467,35,,,1468,Under-Patron
45715,2857,208,22,100,100,211,Under-Patron
45852,619,567,7,30,,618,Under-Patron
45860,800,798,7,2500,,799,Under-Patron
45974,69,82,69,17.5,17.5,83,Under-Patron
46458,72,208,22,500,500,211,Under-Patron
47778,846,117,117,1000,1000,145,Under-Patron
47992,456,812,35,32,,813,Under-Patron
47993,42,215,7,100,100,216,Under-Patron
48438,1520,1104,35,100,,1135,Under-Patron
48547,1363,1364,726,100,,1365,Under-Patron
48680,613,610,321,15,,611,Under-Patron
48926,70,1519,19,250,,1520,Under-Patron
49063,2856,1524,1089,300,,1525,Under-Patron
49208,112,1502,78,300,,1503,Under-Patron
49465,2367,1702,35,50,,1703,Under-Patron
49480,1573,1071,35,1000,,1072,Under-Patron
50109,657,256,256,25,25,257,Under-Patron
50581,189,1636,109,200,,1637,Under-Patron
50584,69,211,22,700,710,212,Under-Patron
50904,1520,1077,686,,,1078,Under-Patron
51316,72,71,7,5000,5000,72,Under-Patron
53189,2206,1516,35,250,,1517,Under-Patron
53683,72,911,72,100,,912,Under-Patron
54641,1567,1505,952,50,,1506,Under-Patron
54750,415,728,7,3000,,434,Under-Patron
54905,112,1215,7,20.8,,1216,Under-Patron
54958,120,36,7,25,25,37,Under-Patron
55055,2749,222,22,250,250,223,Under-Patron
55116,131,445,22,250,,446,Under-Patron
55151,86,334,22,2500,2500,335,Under-Patron
55834,172,1271,102,78,,1272,Under-Patron
55983,128,126,8,500,950,127,Under-Patron
56573,132,993,23,1250,,993,Under-Patron
56643,2494,215,22,150,150,216,Under-Patron
56714,83,1008,49,2500,,1009,Under-Patron
56984,98,36,22,100,100,37,Under-Patron
57014,116,926,116,10,,926,Under-Patron
57200,7413,462,462,100,,463,Under-Patron
57448,100,99,99,18,18,100,Under-Patron
57626,126,125,125,15,15,126,Under-Patron
57722,2021,1357,726,400,,1358,Under-Patron
58241,1513,1512,35,100,,1513,Under-Patron
58277,112,207,22,500,500,208,Under-Patron
60604,58,363,7,1500,1500,364,Under-Patron
60747,434,1098,131,300,,1098,Under-Patron
61431,114,365,7,1000,,366,Under-Patron
61478,76,78,22,500,500,79,Under-Patron
62638,2097,1302,420,250,,1303,Under-Patron
69556,926,908,321,53.5,,926,Under-Patron
70582,3834,1338,393,1000,,1339,Under-Patron
73639,112,467,7,1000,,468,Under-Patron
77610,652,687,22,1000,1000,30,Under-Patron
80423,4033,160,138,10,10,161,Under-Patron
80478,571,1316,376,100,,1317,Under-Patron
80937,1268,742,321,50,,743,Under-Patron
81266,78,1148,77,500,,1149,Under-Patron
81294,117,208,7,200,200,211,Under-Patron
81478,117,116,116,12.5,12.5,117,Under-Patron
81684,609,608,321,10.5,,609,Under-Patron
82419,2106,755,321,100,,756,Under-Patron
82676,107,370,7,500,,371,Under-Patron
83047,2165,1321,726,100,,1322,Under-Patron
83193,3767,1553,1089,150,,1554,Under-Patron
83194,839,837,321,24,,838,Under-Patron
83204,97,210,7,250,250,211,Under-Patron
83439,45,4246,22,100,100,121,Under-Patron
83575,435,445,1,3000,,446,Under-Patron
83790,98,294,96,12.5,12.5,295,Under-Patron
83844,1210,979,291,1000,,980,Under-Patron
86288,98,211,7,250,250,212,Under-Patron
86429,1574,1338,686,500,,1339,Under-Patron
87007,79,78,7,2000,3000,79,Under-Patron
87671,112,858,22,100,,859,Under-Patron
87950,565,225,22,300,600,226,Under-Patron
87964,84,48,22,540,540,49,Under-Patron
88234,76,174,9,2500,2500,175,Under-Patron
88718,84,326,22,1000,1000,327,Under-Patron
89461,536,1331,536,10,,1386,Under-Patron
89495,634,1194,610,50.06,,1195,Under-Patron
90088,93,91,91,12,12,92,Under-Patron
90348,133,239,22,100,100,240,Under-Patron
90526,45868,1153,700,150,,1154,Under-Patron
90646,238,1712,233,100,,1713,Under-Patron
90661,1477,1506,376,50,,1507,Under-Patron
90717,100,5564,7,500,,1038,Under-Patron
91311,121,610,22,100,,611,Under-Patron
91358,99,98,22,250,250,99,Under-Patron
91430,225,687,22,500,,688,Under-Patron
91529,142,188,22,100,100,189,Under-Patron
91586,42,203,22,250,250,204,Under-Patron
91610,705,970,321,8525.42,,971,Under-Patron
91642,204,970,7,52.5,,971,Under-Patron
91663,2661,235,22,100,100,236,Under-Patron
91863,119,235,22,350,350,236,Under-Patron
91969,75,449,7,1000,,450,Under-Patron
92030,212,62,22,3000,3000,62,Under-Patron
92052,99,398,7,100,,398,Under-Patron
92614,70,41,14,100,100,42,Under-Patron
92728,2339,1702,683,100,,1703,Under-Patron
92746,155,147,138,25,25,155,Under-Patron
92756,88,1470,78,100,,1471,Under-Patron
92879,711,967,291,2500,,968,Under-Patron
93234,172,239,22,1000,1000,240,Under-Patron
93593,82,1008,7,14,,1009,Under-Patron
93877,69,225,67,25,25,226,Under-Patron
94217,129,862,117,16,,863,Under-Patron
94493,110,529,22,2000,2000,110,Under-Patron
94603,74,225,22,500,500,226,Under-Patron
94980,93,36,7,100,100,37,Under-Patron
95400,2278,475,22,150,,476,Under-Patron
95677,342,36,22,1000,1026,37,Under-Patron
95829,45868,1169,726,500,,1170,Under-Patron
95977,297,540,35,16.5,,541,Under-Patron
96203,399,726,22,1000,,727,Under-Patron
96363,75,74,9,1500,1530,75,Under-Patron
96410,452,2835,7,1000,,441,Under-Patron
96499,125,1021,35,50,,1022,Under-Patron
96596,1030,1125,548,100,,1126,Under-Patron
97165,120,368,22,200,,369,Under-Patron
97298,225,603,22,100,,604,Under-Patron
97341,1086,1085,321,100,,1086,Under-Patron
97367,2290,5,5,2500,2500,6,Under-Patron
97406,114,195,7,100000,100000,195,Under-Patron
97590,806,1308,259,100,,1309,Under-Patron
97643,125,1309,7,1000,1000,205,Under-Patron
97998,84,753,36,100,,754,Under-Patron
98068,106,105,22,300,300,106,Under-Patron
98072,321,1174,7,100,,1175,Under-Patron
98195,92,1874,35,300,,1700,Under-Patron
98420,1568,1793,686,1000,,1794,Under-Patron
98606,432,237,33,50,50,238,Under-Patron
98862,520,35,22,250,250,36,Under-Patron
98916,76,848,35,83.6,,849,Under-Patron
99022,111,1,1,2500,2500,1,Under-Patron
99122,80,760,22,250,,679,Under-Patron
99254,83,238,14,25,25,239,Under-Patron
99286,1573,333,22,300,300,334,Under-Patron
99513,82,431,81,10,,432,Under-Patron
100982,3226,750,321,50,,751,Under-Patron
101296,106,477,22,250,,478,Under-Patron
101425,3429,942,359,300,,943,Under-Patron
101614,2295,1516,487,250,,1517,Under-Patron
101912,57,763,57,250,,764,Under-Patron
101951,179,175,138,10,10,176,Under-Patron
102255,562,1008,321,5,,1009,Under-Patron
102540,68,1,1,3060,3060,1,Under-Patron
102616,1434,1433,655,50,,1434,Under-Patron
102754,1512,1511,788,250,,1512,Under-Patron
102771,114,172,7,1050,1050,173,Under-Patron
103104,3418,35,7,50,100,36,Under-Patron
103194,98,99,7,1250,1250,100,Under-Patron
103457,1520,1464,35,800,,1465,Under-Patron
104049,109,1687,35,20,,1688,Under-Patron
104084,119,118,22,600,600,119,Under-Patron
104152,75,333,7,2500,2500,334,Under-Patron
104501,2021,63,22,100,100,64,Under-Patron
104518,6344,43,22,225,225,44,Under-Patron
104896,45868,362,267,3,3,363,Under-Patron
104929,75,28,7,25,250,29,Under-Patron
104951,72,207,22,3000,3000,208,Under-Patron
104970,97,223,22,2000,2000,224,Under-Patron
104979,66,64,56,17,17,64,Under-Patron
105273,2868,1553,509,375,,1554,Under-Patron
105364,69,1197,7,250,,1198,Under-Patron
105406,85,1117,14,25,,1118,Under-Patron
105559,127,123,22,1000,1180,124,Under-Patron
105634,72,70,22,675,675,71,Under-Patron
105897,2191,1478,908,500,,1479,Under-Patron
106531,1319,945,359,10,,946,Under-Patron
106917,3257,237,22,250,250,238,Under-Patron
107020,826,663,22,500,,664,Under-Patron
107675,3415,728,35,1000,,730,Under-Patron
107802,454,456,22,1000,,457,Under-Patron
108010,82,81,81,25,25,82,Under-Patron
108612,1287,1336,686,1000,,1337,Under-Patron
108641,77,76,7,500,500,77,Under-Patron
108702,86,85,22,300,300,86,Under-Patron
108879,1258,2038,686,1000,,520,Under-Patron
108905,119,118,7,2000,2000,119,Under-Patron
109023,307,301,7,10000,21500,7,Under-Patron
109262,2353,763,359,100,,764,Under-Patron
109855,582,580,22,100,,581,Under-Patron
109915,125,124,22,500,500,125,Under-Patron
109988,91,89,22,100,100,90,Under-Patron
110605,2182,210,22,500,500,211,Under-Patron
110663,768,1180,496,50,,1181,Under-Patron
111073,435,1303,35,100,,1304,Under-Patron
111585,128,466,22,220,,467,Under-Patron
111682,121,435,22,500,,436,Under-Patron
111913,90,63,22,225,225,64,Under-Patron
112191,114,114,7,100,100,114,Under-Patron
112398,69,749,7,50,,750,Under-Patron
112511,75,431,22,2500,2500,48,Under-Patron
112520,70,1671,68,100,,1672,Under-Patron
112971,45868,1302,509,150,,1303,Under-Patron
113060,1156,1506,603,200,,1507,Under-Patron
113159,544,1380,343,1000,,1381,Under-Patron
113205,69,1415,69,50,,1416,Under-Patron
113210,72,71,22,500,1000,72,Under-Patron
113231,3559,1506,722,20,,1507,Under-Patron
113969,2191,2927,7,5000,5000,197,Under-Patron
114268,121,770,7,350,,771,Under-Patron
115143,68,799,35,74,,800,Under-Patron
115178,92,271,35,12.5,12.5,272,Under-Patron
115458,98,97,82,1,1,98,Under-Patron
115735,2064,238,9,2500,2500,239,Under-Patron
115884,2700,370,22,375,,371,Under-Patron
115917,92,1474,35,200,,1475,Under-Patron
116036,73,921,72,10,,922,Under-Patron
116354,1363,1526,35,500,,1527,Under-Patron
116804,923,400,22,150,,401,Under-Patron
116846,76,88,7,3500,3500,89,Under-Patron
117011,90,89,7,2000,2000,90,Under-Patron
117034,628,635,359,15,,636,Under-Patron
117178,2857,1469,1089,225,,1470,Under-Patron
117495,546,545,321,12.5,,546,Under-Patron
117884,111,110,22,500,500,111,Under-Patron
117971,2151,230,230,25,25,231,Under-Patron
118442,93,564,93,30,,565,Under-Patron
118601,99,733,35,25,,734,Under-Patron
118833,86,62,22,1500,1500,62,Under-Patron
119087,209,207,138,10,10,208,Under-Patron
119375,1200,582,22,200,,582,Under-Patron
119703,2178,236,232,50,50,237,Under-Patron
120280,2008,1516,35,100,,1517,Under-Patron
120285,72,8,8,175,175,9,Under-Patron
120411,58,78,7,2500,2500,79,Under-Patron
120448,72,71,35,60,60,72,Under-Patron
120546,2660,763,321,50,,764,Under-Patron
120633,85,806,78,10,,807,Under-Patron
120755,294,728,282,500,,730,Under-Patron
120904,656,392,0,185,,393,Under-Patron
120984,82,78,22,1000,1000,79,Under-Patron
121188,81,210,80,50,50,211,Under-Patron
121189,13,459,13,100,,460,Under-Patron
121619,7796,312,22,500,500,313,Under-Patron
121789,275,622,22,100,,623,Under-Patron
122308,4656,22,21,250,250,23,Under-Patron
122694,954,954,359,41.5,,954,Under-Patron
122740,120,785,6,50,,786,Under-Patron
122806,113,35,22,2500,2500,36,Under-Patron
123038,100,512,22,1000,1000,86,Under-Patron
124381,103,732,102,250,,733,Under-Patron
125157,1098,1496,1089,50,,1497,Under-Patron
125322,1153,231,22,250,250,232,Under-Patron
125364,45868,11,11,125,125,12,Under-Patron
125639,745,742,7,150,150,225,Under-Patron
126376,121,588,22,180,,589,Under-Patron
127007,827,1497,321,250,,1498,Under-Patron
127679,128,126,1,500,510,2,Under-Patron
127851,88,841,7,83.6,,842,Under-Patron
127859,906,904,321,10,,905,Under-Patron
128433,3014,1492,1089,100,,1493,Under-Patron
128863,72,236,14,100,100,237,Under-Patron
129249,91,253,22,100,100,254,Under-Patron
129295,572,568,321,12.5,,569,Under-Patron
129749,2193,365,7,5000,5000,181,Under-Patron
130055,92,90,7,5000,5000,91,Under-Patron
131016,270,267,7,100,100,268,Under-Patron
131060,4691,1699,1089,50,,1700,Under-Patron
131423,477,475,22,150,,476,Under-Patron
132092,2854,225,22,500,500,226,Under-Patron
132467,69,68,7,1000,1000,69,Under-Patron
132602,114,114,22,300,300,114,Under-Patron
132691,106,1,1,60,120,1,Under-Patron
132703,3423,231,22,100,100,232,Under-Patron
132741,183,182,138,13,13,183,Under-Patron
132822,90,1180,88,500,,1181,Under-Patron
133153,915,1460,616,500,,1461,Under-Patron
133330,45868,294,22,2000,2000,295,Under-Patron
133488,326,1139,124,200,,1140,Under-Patron
133580,6510,1106,686,50,,1107,Under-Patron
133649,87,817,35,200,,818,Under-Patron
133894,70,1526,63,200,,1527,Under-Patron
134482,382,320,22,100,100,321,Under-Patron
134489,2318,938,321,50,,939,Under-Patron
134588,2192,239,7,2500,2500,240,Under-Patron
134608,40,49,22,500,650,50,Under-Patron
134848,434,237,22,150,150,238,Under-Patron
134923,207,45868,22,2500,2500,35,Under-Patron
135116,90,89,35,23,23,89,Under-Patron
135191,45868,1092,22,2000,2000,303,Under-Patron
135300,404,950,22,350,350,211,Under-Patron
135467,4,50,2,750,750,51,Under-Patron
135729,75,316,28,11.5,11.5,317,Under-Patron
136707,152,151,138,25,25,152,Under-Patron
138469,231,1525,231,65,,1526,Under-Patron
139928,1162,782,359,50,,783,Under-Patron
140576,67,28,22,250,250,29,Under-Patron
140899,314,313,33,10,10,314,Under-Patron
140958,99,98,7,18.5,18.5,99,Under-Patron
141772,70,1310,14,50,,1311,Under-Patron
141782,1217,868,376,22,,1218,Under-Patron
141987,573,1223,573,45,,1224,Under-Patron
142102,1570,1308,683,200,,1309,Under-Patron
142284,566,362,22,240,,365,Under-Patron
142689,70,557,35,5,,558,Under-Patron
143291,454,452,22,300,,453,Under-Patron
143478,45868,1328,726,50,,1329,Under-Patron
143646,466,950,35,50,,951,Under-Patron
144004,309,308,306,14.5,14.5,309,Under-Patron
144252,132,130,78,68,68,131,Under-Patron
144400,71,1217,14,140,,1218,Under-Patron
144857,2062,1469,726,1000,,1350,Under-Patron
145148,1573,1702,35,100,,1703,Under-Patron
145158,1034,1497,548,50,,1498,Under-Patron
145341,873,872,359,5,,873,Under-Patron
145537,5298,45868,686,500,,1430,Under-Patron
145598,97,942,97,100,,943,Under-Patron
146004,869,868,35,33.5,,869,Under-Patron
146169,3569,1125,700,200,,1126,Under-Patron
146189,2205,1303,686,200,,1304,Under-Patron
146505,72,70,22,1000,1000,72,Under-Patron
146529,2008,509,22,1500,,510,Under-Patron
146656,1225,1197,321,1250,,849,Under-Patron
147631,1568,1712,686,500,,1713,Under-Patron
147793,359,1349,207,100,,1350,Under-Patron
148087,130,473,7,200,,474,Under-Patron
148673,404,1176,48,25,,1177,Under-Patron
148838,98,232,22,500,500,233,Under-Patron
149023,103,337,36,10,10,338,Under-Patron
150354,114,601,22,400,,602,Under-Patron
150656,56,1525,55,100,,1526,Under-Patron
151409,1467,1467,376,50,,1468,Under-Patron
152491,107,103,22,250,250,104,Under-Patron
152519,104,103,22,150,150,104,Under-Patron
152910,93,652,22,100,,653,Under-Patron
152924,91,425,7,200,,426,Under-Patron
153102,1177,1176,35,500,,1177,Under-Patron
153254,26,554,7,1000,,555,Under-Patron
153447,124,215,22,75,75,216,Under-Patron
153505,1042,1509,35,250,,1510,Under-Patron
153673,308,1061,308,4,,1062,Under-Patron
153950,887,887,321,104,,888,Under-Patron
153983,343,1509,35,523,,1510,Under-Patron
154129,1336,1300,686,200,,1301,Under-Patron
154286,120,847,7,2000,,848,Under-Patron
154338,100,6,4,200,200,7,Under-Patron
154339,467,210,36,50,50,211,Under-Patron
154699,113,1477,113,100,,1478,Under-Patron
154841,3072,208,138,25,25,211,Under-Patron
154965,75,235,14,250,500,236,Under-Patron
155110,95,585,22,1000,,523,Under-Patron
155354,218,1712,173,100,,1713,Under-Patron
156060,1099,1160,686,250,,1161,Under-Patron
156158,4,824,4,50,,825,Under-Patron
156501,192,187,187,32.15,,1031,Under-Patron
156603,558,1363,35,250,,1364,Under-Patron
156744,115,588,7,1000,1000,204,Under-Patron
156784,461,123,22,100,100,124,Under-Patron
156823,1031,1030,321,33.5,,1031,Under-Patron
157055,111,341,13,10,10,342,Under-Patron
157704,3100,251,22,100,100,252,Under-Patron
158177,71,460,71,18,,461,Under-Patron
158244,3723,1093,700,220,,1095,Under-Patron
158286,72,1460,7,200,,1461,Under-Patron
158333,106,950,22,375,,602,Under-Patron
158427,121,943,90,100,,944,Under-Patron
158519,725,1084,321,10,,1085,Under-Patron
159413,1462,1469,686,50,,1470,Under-Patron
159791,2185,1357,726,150,,1358,Under-Patron
159808,299,811,7,2500,,812,Under-Patron
159907,3815,259,22,250,250,260,Under-Patron
160327,70,433,22,100,,434,Under-Patron
160600,3385,1,1,250,500,2,Under-Patron
160814,1517,1512,686,250,,1513,Under-Patron
160840,106,63,7,5000,5000,64,Under-Patron
160914,2606,1673,1089,200,,1674,Under-Patron
161031,105,49,7,150,150,50,Under-Patron
161065,920,999,321,100,,1000,Under-Patron
161382,1186,286,22,250,250,287,Under-Patron
161436,3618,600,22,1000,,601,Under-Patron
161655,734,1198,321,150,,1199,Under-Patron
162169,442,781,78,50,,782,Under-Patron
162754,118,1180,53,500,,1181,Under-Patron
163030,811,811,294,146,,812,Under-Patron
163164,2311,225,35,25,25,226,Under-Patron
163165,45868,938,321,75,,938,Under-Patron
163608,114,365,22,200,,366,Under-Patron
164129,256,35,35,50,50,36,Under-Patron
164277,2286,1303,683,250,,1304,Under-Patron
164431,483,704,35,25,,705,Under-Patron
164835,4360,1301,686,350,,1302,Under-Patron
164871,1573,601,22,500,,422,Under-Patron
165658,132,1468,7,50,,1469,Under-Patron
166590,651,585,235,12.5,,586,Under-Patron
166833,1197,1231,686,10,,1232,Under-Patron
166880,3749,152,22,250,250,153,Under-Patron
166886,131,208,22,250,250,211,Under-Patron
167599,98,365,22,100,100,34,Under-Patron
167669,434,433,22,100,,434,Under-Patron
167849,63,508,22,100,,509,Under-Patron
168171,317,631,7,15,,708,Under-Patron
168215,128,704,22,2000,4000,50,Under-Patron
168233,588,1527,560,100,,1528,Under-Patron
168441,115,114,22,16,16,114,Under-Patron
168895,586,767,35,300,,768,Under-Patron
168932,578,207,22,250,250,208,Under-Patron
169064,268,239,22,2000,2000,240,Under-Patron
169233,111,1478,43,1000,,1479,Under-Patron
169323,69,22,7,5000,5000,23,Under-Patron
169337,90,29,22,500,500,30,Under-Patron
169650,1029,1008,321,10,,1009,Under-Patron
169897,97,95,7,750,750,96,Under-Patron
169988,79,826,14,250,,827,Under-Patron
170032,72,225,22,1000,1000,226,Under-Patron
170591,547,1516,547,500,,1517,Under-Patron
170876,106,232,22,400,400,233,Under-Patron
170878,2652,203,22,100,100,204,Under-Patron
170898,929,601,376,100,,1674,Under-Patron
170952,616,610,321,5,,611,Under-Patron
170967,78,239,22,300,300,240,Under-Patron
171026,2021,1671,35,200,,1672,Under-Patron
171049,45868,9436,348,100,,1311,Under-Patron
171068,3490,256,22,100,100,257,Under-Patron
171250,633,631,321,5,,632,Under-Patron
171349,77,47,22,100,100,48,Under-Patron
171592,566,417,22,100,100,155,Under-Patron
171622,208,207,138,5,5,208,Under-Patron
171690,120,120,22,100,100,120,Under-Patron
174396,96,313,22,500,2000,261,Under-Patron
174666,79,225,7,2500,2500,226,Under-Patron
175063,365,364,32,10,,365,Under-Patron
175085,32,28,28,10,44,29,Under-Patron
175106,6,36,6,200,200,37,Under-Patron
175991,112,459,7,2500,,460,Under-Patron
176140,100,99,35,5,5,100,Under-Patron
177101,86,1497,78,15,,1498,Under-Patron
177199,184,746,184,50,,747,Under-Patron
177647,90,462,0,250,,463,Under-Patron
178802,126,74,22,100,100,75,Under-Patron
179042,3932,251,134,50,50,252,Under-Patron
179064,6020,207,22,125,125,208,Under-Patron
179077,1031,229,229,25,25,247,Under-Patron
179183,69,47,9,5000,5031.16,48,Under-Patron
179407,3248,1296,726,20,,1297,Under-Patron
179543,343,238,7,2500,2500,239,Under-Patron
179646,129,729,36,50,,730,Under-Patron
179782,89,617,14,1000,,618,Under-Patron
179941,2193,1222,291,100,,1223,Under-Patron
180084,6,344,1,100,100,345,Under-Patron
180377,4002,767,321,50,,768,Under-Patron
180385,72,77,7,5000,5000,78,Under-Patron
180538,278,349,22,375,375,350,Under-Patron
180800,45868,235,22,1000,1000,236,Under-Patron
180826,34,1490,34,100,,1491,Under-Patron
181244,2374,1524,98,2000,,1517,Under-Patron
181839,444,442,28,12.5,,443,Under-Patron
181990,783,75,11,10,90,76,Under-Patron
182749,1448,1448,35,25,,1449,Under-Patron
184384,488,133,22,10,10,134,Under-Patron
184549,361,35,22,500,500,36,Under-Patron
184826,1351,743,321,200,,744,Under-Patron
185227,64,28,6,5000,10000,28,Under-Patron
185384,238,587,22,100,,587,Under-Patron
185564,2466,1194,35,200,,1195,Under-Patron
185590,559,557,321,12.5,,558,Under-Patron
186640,922,791,321,50,,792,Under-Patron
187686,120,6,6,500,500,7,Under-Patron
187879,122,564,121,10,,565,Under-Patron
188065,89,60,7,1000,1018,61,Under-Patron
188163,178,175,22,17,17,176,Under-Patron
188298,78,77,77,16,16,78,Under-Patron
188727,92,91,22,300,300,92,Under-Patron
188867,69,732,6,75,,733,Under-Patron
189172,1356,1477,376,50,,1478,Under-Patron
