customer_no,Days Since Last Ticket Order,Days Since Last Gift,Days Since Last Activity Date,Contribution_Last_Amount,Contribution_last_year_giving,Days since Last Contribution,Donor_Category
197272,167,231,20,5950,5950,232,Under-Patron
197453,348,347,22,100,100,348,Under-Patron
198093,83,82,22,100,212.5,83,Under-Patron
198150,197,232,7,8821.73,8821.73,233,Under-Patron
198159,132,57,6,5000,12268.25,58,Under-Patron
198482,132,847,7,83.6,,848,Under-Patron
198493,114,211,22,300,300,212,Under-Patron
198541,110,236,22,250,250,237,Under-Patron
198873,129,127,22,250,250,128,Under-Patron
199415,821,693,321,25,,694,Under-Patron
200376,2839,991,321,100,,992,Under-Patron
200599,94,92,69,15,30,93,Under-Patron
200990,89,222,9,5000,5000,223,Under-Patron
202836,2387,1758,1089,250,,1759,Under-Patron
202931,53,29,22,1000,1000,30,Under-Patron
203046,82,706,14,10,,707,Under-Patron
203147,93,91,22,1000,2000,54,Under-Patron
203247,307,280,6,2801.18,5301.18,7,Under-Patron
204764,1199,1463,603,375,,1464,Under-Patron
205534,106,364,7,2925,2925,181,Under-Patron
205782,105,53,35,80,80,54,Under-Patron
206412,1230,1551,35,750,,1552,Under-Patron
206820,307,208,7,5378.5,5378.5,209,Under-Patron
206983,538,537,321,1,,538,Under-Patron
207299,966,965,321,8,,966,Under-Patron
207690,85,741,7,100,,742,Under-Patron
207725,78,253,12,250,250,254,Under-Patron
208241,114,477,113,50,,478,Under-Patron
208424,505,550,35,15,,551,Under-Patron
208571,121,918,121,10,,919,Under-Patron
208841,2653,1309,726,100,,1310,Under-Patron
209642,1150,1349,376,100,,1350,Under-Patron
209677,94,824,35,278,,825,Under-Patron
209696,445,714,321,9,,832,Under-Patron
209715,104,197,62,15,15,198,Under-Patron
210288,2718,1117,700,50,,1118,Under-Patron
210743,805,663,291,200,,805,Under-Patron
211471,570,327,22,150,150,328,Under-Patron
211571,2017,1355,726,500,,1356,Under-Patron
211896,307,35,7,2500,2500,36,Under-Patron
212001,1204,1412,678,25,,1413,Under-Patron
212285,102,78,22,250,250,79,Under-Patron
212326,2186,1673,1089,50,,1674,Under-Patron
212518,1569,1519,686,150,,1520,Under-Patron
212644,74,71,22,100,100,72,Under-Patron
213478,36,701,7,250,,1189,Under-Patron
213490,256,1061,254,50,,1295,Under-Patron
213570,1569,1357,683,150,,1357,Under-Patron
213949,76,894,12,200,,895,Under-Patron
214014,97,592,22,1000,1000,194,Under-Patron
214461,92,221,22,100,100,222,Under-Patron
214949,863,1154,537,20,,1155,Under-Patron
215202,565,635,9,10,,658,Under-Patron
215345,104,329,7,250,450,14,Under-Patron
215349,86,454,78,50,,455,Under-Patron
215707,237,215,35,15,15,216,Under-Patron
215817,45868,49,22,1000,1500,54,Under-Patron
216411,91,372,5,500,,373,Under-Patron
216481,45868,45868,321,2000,,1021,Under-Patron
216980,110,1092,110,150,,1095,Under-Patron
217870,45868,173,7,2500,2500,174,Under-Patron
217893,3950,36,7,500,500,37,Under-Patron
217945,114,1600,7,100,,1601,Under-Patron
218252,95,231,22,250,250,232,Under-Patron
218264,1527,1699,537,50,,1700,Under-Patron
218470,677,329,7,1000,1000,330,Under-Patron
218686,39,1516,35,75,,1517,Under-Patron
218705,82,431,22,250,,432,Under-Patron
218842,509,945,359,62.5,,946,Under-Patron
219029,48,1516,14,100,,1517,Under-Patron
219185,1150,727,22,250,,728,Under-Patron
219928,108,106,36,14,14,107,Under-Patron
220633,544,606,22,500,,607,Under-Patron
220681,99,952,8,250,,953,Under-Patron
220721,131,130,35,28,53,131,Under-Patron
221153,98,903,32,10,,904,Under-Patron
221463,476,400,33,50,,401,Under-Patron
221533,2378,1491,686,1000,,1492,Under-Patron
221785,160,832,160,4460,,833,Under-Patron
222646,69,1580,35,100,,1581,Under-Patron
223427,1198,208,22,100,100,211,Under-Patron
223615,1998,1446,726,50,,1447,Under-Patron
223676,68,68,7,100,100,68,Under-Patron
223869,684,680,321,5,,681,Under-Patron
223918,569,1198,376,9.3,,1199,Under-Patron
224465,105,134,7,20,5020,135,Under-Patron
224532,2387,1498,1089,250,,1499,Under-Patron
225157,114,211,7,2500,2500,212,Under-Patron
225522,222,466,22,150,,467,Under-Patron
226342,1181,372,22,100,,373,Under-Patron
226467,71,1413,70,2000,,1414,Under-Patron
226624,2064,1491,288,100,,1492,Under-Patron
227038,117,396,7,100,,397,Under-Patron
227171,2325,1707,376,50,,1708,Under-Patron
227188,835,834,321,50,,554,Under-Patron
227536,45868,1582,1089,100,,1583,Under-Patron
227642,131,130,7,99,199,131,Under-Patron
227891,3596,29,22,50,50,30,Under-Patron
228007,112,253,7,2000,2010,254,Under-Patron
228461,301,211,35,75,75,212,Under-Patron
229091,309,698,7,1,,699,Under-Patron
229261,436,414,8,900,,415,Under-Patron
229936,84,1457,84,100,,1460,Under-Patron
230017,120,630,22,500,,631,Under-Patron
230034,432,599,7,2500,,600,Under-Patron
230277,1186,348,22,50,100,155,Under-Patron
230311,299,805,20,100,,806,Under-Patron
230344,193,785,193,50,,786,Under-Patron
230646,151,914,151,10,,915,Under-Patron
230703,993,1421,603,100,,1422,Under-Patron
230705,106,105,7,18,18,106,Under-Patron
230815,70,728,70,100,,730,Under-Patron
231195,45868,1334,726,100,,1335,Under-Patron
231306,2301,231,35,50,50,232,Under-Patron
231990,137,28,22,250,250,29,Under-Patron
232040,929,929,98,10,,930,Under-Patron
232141,95,78,7,2500,2500,79,Under-Patron
232487,89,1170,35,460,,1098,Under-Patron
232499,85,652,85,1.25,,653,Under-Patron
232764,198,197,138,50,50,198,Under-Patron
232786,346,427,7,200,,428,Under-Patron
232867,1073,1072,321,27.1,,1073,Under-Patron
232995,202,187,187,200,200,188,Under-Patron
233106,132,264,22,100,100,265,Under-Patron
233309,303,302,22,18,18,303,Under-Patron
233617,2708,1810,686,100,,1811,Under-Patron
234090,356,355,286,15,15,356,Under-Patron
234369,1175,1449,35,100,,1450,Under-Patron
235038,1210,960,359,5.75,,961,Under-Patron
235324,4470,211,35,50,50,212,Under-Patron
235849,87,564,14,10,,565,Under-Patron
236132,1998,1615,35,100,,1616,Under-Patron
236346,131,130,128,10,10,131,Under-Patron
236506,392,1504,153,1000,,1505,Under-Patron
237071,2192,236,22,375,375,237,Under-Patron
237229,106,105,22,400,400,106,Under-Patron
237692,84,838,7,300,,839,Under-Patron
237904,495,491,235,15,,492,Under-Patron
238203,81,442,35,16,,443,Under-Patron
238263,711,60,7,6000,7500,61,Under-Patron
238402,83,732,7,250,,733,Under-Patron
238800,110,109,22,1000,1000,110,Under-Patron
238967,1198,1336,35,100,,1337,Under-Patron
239469,407,1054,46,10,,1055,Under-Patron
239482,95,8,8,100,100,9,Under-Patron
239834,107,775,77,100,,776,Under-Patron
240190,45868,113,113,5000,5000,114,Under-Patron
240326,71,70,22,50,50,71,Under-Patron
240621,454,531,22,200,,532,Under-Patron
240798,129,46,22,250,950,47,Under-Patron
241040,711,747,35,2500,,748,Under-Patron
241227,118,964,7,200,,965,Under-Patron
241514,98,97,22,100,100,98,Under-Patron
241575,307,48,7,2000,2000,49,Under-Patron
241601,3255,1476,1089,50,,1477,Under-Patron
241701,103,102,22,100,300,103,Under-Patron
241720,1472,740,740,50,,1472,Under-Patron
241968,48,211,47,18,28,212,Under-Patron
242117,112,722,36,100,,1478,Under-Patron
242277,1182,1516,683,250,,1517,Under-Patron
242761,70,253,22,2500,2500,254,Under-Patron
242835,113,363,7,10000,10000,364,Under-Patron
243231,173,1672,173,100,,1673,Under-Patron
243734,156,105,7,1000,1000,106,Under-Patron
243885,85,84,84,1,1,85,Under-Patron
244178,90,222,22,250,250,223,Under-Patron
244241,1153,728,321,200,,730,Under-Patron
244418,924,1065,35,41.25,,1066,Under-Patron
244419,64,1141,64,100,,1142,Under-Patron
244576,107,106,7,2500,2500,107,Under-Patron
244672,105,1321,43,300,,1322,Under-Patron
244696,1189,635,22,150,,636,Under-Patron
245048,2080,1331,726,100,,1332,Under-Patron
245061,113,112,7,2500,2500,113,Under-Patron
245085,92,729,35,100,,730,Under-Patron
245105,307,4,4,3000,3000,5,Under-Patron
245263,1567,1496,378,500,,1497,Under-Patron
245522,124,236,22,1000,1000,237,Under-Patron
245728,2856,1554,1089,100,,1555,Under-Patron
246267,1520,329,22,1000,1000,330,Under-Patron
246385,1568,1107,634,250,,1108,Under-Patron
246401,725,391,159,50,,392,Under-Patron
246526,1084,1084,321,20,,1085,Under-Patron
246686,502,231,22,100,300,121,Under-Patron
246692,123,120,22,16,275,121,Under-Patron
246800,78,15,7,500,500,16,Under-Patron
246875,45868,1308,726,100,,1309,Under-Patron
247244,307,306,306,16.5,16.5,307,Under-Patron
247318,120,239,120,50,50,240,Under-Patron
247359,720,718,7,20,,719,Under-Patron
247778,97,333,35,10,10,334,Under-Patron
247975,69,1128,22,500,500,79,Under-Patron
248060,358,211,7,17.5,294.5,212,Under-Patron
248127,2318,372,22,500,,373,Under-Patron
248178,1573,617,22,1000,,618,Under-Patron
248286,1513,1329,35,250,,1330,Under-Patron
248359,543,545,321,1,,545,Under-Patron
248615,1008,1008,321,42.6,,1009,Under-Patron
248701,95,215,22,250,250,216,Under-Patron
248798,960,617,321,50,,618,Under-Patron
248846,76,75,14,250,250,76,Under-Patron
248867,86,214,22,1000,1000,215,Under-Patron
248936,833,1321,523,50,,1322,Under-Patron
249445,110,861,7,1.2,,862,Under-Patron
249466,131,1114,7,100,,1115,Under-Patron
249555,299,407,22,500,,408,Under-Patron
249701,2108,755,7,2500,,756,Under-Patron
249707,257,365,22,100,,365,Under-Patron
249783,543,540,321,10,,541,Under-Patron
249809,459,708,7,10,,709,Under-Patron
249927,126,487,22,100,,488,Under-Patron
249986,101,446,101,15.2,,447,Under-Patron
250232,307,43,7,2500,2500,44,Under-Patron
250533,198,197,138,19.5,19.5,198,Under-Patron
250828,1570,1618,174,400,,1619,Under-Patron
250883,119,461,7,5000,,462,Under-Patron
251546,1520,718,22,500,,719,Under-Patron
251780,83,890,35,10,,891,Under-Patron
252064,301,1510,300,30,,1512,Under-Patron
252160,126,14,14,2000,2000,14,Under-Patron
252173,838,838,259,128,,839,Under-Patron
252220,82,1629,82,100,,1630,Under-Patron
252240,80,78,7,5000,5000,79,Under-Patron
252267,1500,1499,537,25,,1500,Under-Patron
252347,4476,215,22,500,500,216,Under-Patron
252695,2106,1512,1089,50,,1513,Under-Patron
252750,307,20,7,2500,2500,21,Under-Patron
252772,119,313,6,1000,1000,314,Under-Patron
252805,195,998,195,26.25,,999,Under-Patron
253246,62,585,62,1,,586,Under-Patron
253433,613,34,34,75,100,35,Under-Patron
253538,119,477,22,150,,478,Under-Patron
253568,460,484,158,17.5,,485,Under-Patron
253588,87,960,87,18,,961,Under-Patron
253760,124,468,22,50,,469,Under-Patron
253775,553,552,321,15,,553,Under-Patron
253843,4212,187,187,1000,1000,188,Under-Patron
500451,3011,1491,1089,30,,1492,Under-Patron
500970,101,70,7,5000,5000,71,Under-Patron
501022,2382,1469,1089,36,,1470,Under-Patron
501326,2033,1302,686,100,,1303,Under-Patron
2209850,114,29,19,1000,1000,30,Under-Patron
2209918,196,1187,7,48,,1188,Under-Patron
2209931,2010,1497,683,100,,1498,Under-Patron
2209986,1505,1321,35,100,,1322,Under-Patron
2210165,195,214,22,100,100,215,Under-Patron
2210228,120,231,22,300,300,232,Under-Patron
2210276,103,1476,102,250,,1477,Under-Patron
2210420,68,256,67,50,50,257,Under-Patron
2211155,2856,1302,700,250,,1303,Under-Patron
2211271,1071,45868,359,50,,427,Under-Patron
2211512,455,454,359,10,,455,Under-Patron
2211675,1083,1163,603,1000,,1164,Under-Patron
2211687,484,8,8,100,100,9,Under-Patron
2211696,284,708,35,5,,709,Under-Patron
2212006,13,253,13,100,100,254,Under-Patron
2213706,71,761,14,50,,762,Under-Patron
2213914,92,384,60,12,,385,Under-Patron
2214101,208,249,22,100,100,250,Under-Patron
2214787,128,475,35,18,,476,Under-Patron
2215035,110,1518,36,500,,1519,Under-Patron
2215867,1007,1007,321,18.9,,1008,Under-Patron
2215898,16,244,16,25,25,245,Under-Patron
2216247,3749,92,22,1000,1000,93,Under-Patron
2216347,453,1215,376,9.5,,1216,Under-Patron
2216563,196,1659,196,500,,1660,Under-Patron
2216627,113,803,43,500,,804,Under-Patron
2216744,132,831,132,50,,832,Under-Patron
2217110,1162,1147,35,100,,1148,Under-Patron
2217115,307,237,7,2500,2500,238,Under-Patron
2217790,125,1188,124,100,,1189,Under-Patron
2217885,129,918,87,11,,919,Under-Patron
2218100,1183,718,321,1,,719,Under-Patron
2218182,1195,431,22,200,,432,Under-Patron
2218640,821,820,321,10,,821,Under-Patron
2218888,91,1401,90,500,,1507,Under-Patron
2219282,109,1237,7,506,,1238,Under-Patron
2219478,1569,1523,35,100,,1524,Under-Patron
2219754,4306,225,67,50,50,226,Under-Patron
2219793,79,1497,78,50,,1498,Under-Patron
2220342,540,866,540,2000,,673,Under-Patron
2220759,1183,372,105,1500,,373,Under-Patron
2220969,91,208,22,100,100,211,Under-Patron
2220986,82,179,82,17.5,17.5,180,Under-Patron
2220991,129,435,36,10,,436,Under-Patron
2221006,71,1506,70,50,,1507,Under-Patron
2221601,45868,833,321,20,,834,Under-Patron
2221811,892,890,321,10,,891,Under-Patron
2222457,45868,215,7,100,100,216,Under-Patron
2222694,102,1020,35,0.6,,1021,Under-Patron
2222868,421,236,32,50,50,237,Under-Patron
2223206,9,750,9,50,,523,Under-Patron
2223451,262,260,98,15,15,261,Under-Patron
2223468,81,1187,4,25,,1188,Under-Patron
2223501,608,1181,35,500,,1182,Under-Patron
2223858,202,1441,35,16.8,,1442,Under-Patron
2224486,457,838,32,100,,839,Under-Patron
2224812,98,97,6,1000,1000,98,Under-Patron
2224957,482,481,158,10,,482,Under-Patron
2225747,957,956,359,27.75,,957,Under-Patron
2225850,70,69,22,2500,2500,70,Under-Patron
2226133,830,1357,655,400,,1358,Under-Patron
2226174,453,718,207,11,,719,Under-Patron
2226554,111,110,35,50,50,111,Under-Patron
2226955,2036,512,49,10,,513,Under-Patron
2227797,2311,728,321,50,,730,Under-Patron
2227826,106,19,19,18,288,20,Under-Patron
2227891,1362,1457,376,50,,1460,Under-Patron
2228092,2121,1516,1089,250,,1517,Under-Patron
2228240,188,194,188,10,,569,Under-Patron
2228278,53,42,22,250,250,43,Under-Patron
2228390,90,900,7,1000,,901,Under-Patron
2228404,132,130,127,16,16,131,Under-Patron
2228995,464,1497,376,150,,1498,Under-Patron
2229035,2190,1511,140,500,,1512,Under-Patron
2229053,72,869,19,10,,870,Under-Patron
2229284,1520,774,35,100,,775,Under-Patron
2229363,1299,1299,376,100,,1300,Under-Patron
2229515,3491,1344,726,250,,1345,Under-Patron
2229832,452,342,61,10,10,343,Under-Patron
2229850,48,1008,12,50,,1009,Under-Patron
2230146,168,874,168,5,,875,Under-Patron
2230241,816,362,321,1,,797,Under-Patron
2230281,79,811,7,50,,812,Under-Patron
2230317,111,4249,22,250,250,231,Under-Patron
2230450,474,470,22,100,,471,Under-Patron
2230965,1569,775,321,25,,776,Under-Patron
2231366,461,1478,355,75,,1479,Under-Patron
2231817,82,533,82,10,,534,Under-Patron
2231894,332,553,329,15,,554,Under-Patron
2232354,333,768,228,50,,769,Under-Patron
2232905,239,237,232,10,10,238,Under-Patron
2233320,490,1336,376,50,,1337,Under-Patron
2233370,198,294,158,12.5,12.5,295,Under-Patron
2233525,949,945,359,17,,946,Under-Patron
2233732,7208,595,235,91.8,,596,Under-Patron
2233790,113,112,78,16,16,113,Under-Patron
2233797,82,1463,35,50,,1464,Under-Patron
2233828,111,111,35,18,43,112,Under-Patron
2233908,518,414,7,1000,,415,Under-Patron
2233915,2087,1321,726,500,,1322,Under-Patron
2233994,472,470,158,10,,471,Under-Patron
2234214,1029,677,359,5,,1030,Under-Patron
2234601,2370,2083,505,500,,1630,Under-Patron
2234602,313,608,22,2500,,609,Under-Patron
2234883,1292,1288,376,10,,1289,Under-Patron
2234981,114,75,22,200,200,75,Under-Patron
2235169,106,239,22,100,100,240,Under-Patron
2235950,7125,404,22,1000,,405,Under-Patron
2236071,1296,1308,674,100,,1309,Under-Patron
2236145,71,239,7,2320,5000,181,Under-Patron
2236305,362,575,22,100,,579,Under-Patron
2236430,2856,1302,686,400,,1303,Under-Patron
2236602,1504,3492,1089,500,,1666,Under-Patron
2236902,263,1700,263,250,,1701,Under-Patron
2237176,2532,708,22,100,,709,Under-Patron
2237264,132,131,22,80,80,132,Under-Patron
2237265,471,419,22,1000,,420,Under-Patron
2237445,1574,1379,35,250,,1380,Under-Patron
2237588,84,84,22,39,139,84,Under-Patron
2237613,6685,1700,1089,250,,1701,Under-Patron
2237676,1569,1828,35,2500,,1470,Under-Patron
2237827,835,761,35,250,,762,Under-Patron
2237866,576,1737,35,250.2,,1738,Under-Patron
2237912,1191,1187,376,5.25,,1188,Under-Patron
2238119,1210,845,321,25,,846,Under-Patron
2238532,57,1125,28,50,,1126,Under-Patron
2238707,604,602,7,10,,603,Under-Patron
2238848,82,70,14,10.5,10.5,71,Under-Patron
2239041,243,1463,243,50,,1463,Under-Patron
2239190,1203,1511,355,12.5,,1512,Under-Patron
2239407,98,22,7,10000,20000,23,Under-Patron
2239462,846,1002,321,70,,1003,Under-Patron
2239512,923,1112,497,500,,1113,Under-Patron
2239612,87,743,87,25,,743.1232176,Under-Patron
2239919,986,985,321,10.5,,986,Under-Patron
2240194,642,641,359,5,,642,Under-Patron
2240204,85,489,36,50,,490,Under-Patron
2240352,4947,799,321,25,,800,Under-Patron
2240458,671,958,355,100,,959,Under-Patron
2240508,393,1079,380,1500,,1079,Under-Patron
2240624,506,539,35,13,,540,Under-Patron
2240625,936,210,22,250,250,211,Under-Patron
2240982,94,21,21,100,100,22,Under-Patron
2241087,721,718,321,4,,719,Under-Patron
2241201,121,854,81,77.6,,855,Under-Patron
2241354,4048,767,321,100,,768,Under-Patron
2241377,689,48,22,1000,1000,49,Under-Patron
2241764,1397,775,35,100,,776,Under-Patron
2241884,116,114,22,100,100,114,Under-Patron
2242287,3257,1309,726,250,,1310,Under-Patron
2242323,1277,1334,376,30,,1335,Under-Patron
2242591,285,819,166,10,,820,Under-Patron
2242595,711,942,7,3500,,943,Under-Patron
2242886,81,78,22,100,100,79,Under-Patron
2243172,112,1477,112,50,,1478,Under-Patron
2243304,45868,1692,1089,100,,1693,Under-Patron
2243309,645,643,321,15,,644,Under-Patron
2243530,558,557,321,1,,558,Under-Patron
2243650,2023,274,158,50,50,275,Under-Patron
2243667,485,484,158,10,,485,Under-Patron
2244011,71,70,7,100,100,71,Under-Patron
2244049,201,658,201,15,,659,Under-Patron
2244061,124,90,7,3125,18125,91,Under-Patron
2244664,1330,1307,683,250,,1308,Under-Patron
2244673,77,75,22,200,200,76,Under-Patron
2244858,1204,1527,750,25,,1528,Under-Patron
2244969,65,64,35,11,26,64,Under-Patron
2245220,174,179,7,2000,2000,180,Under-Patron
2245286,524,1146,509,100,,1148,Under-Patron
2245390,69,1457,7,250,,1460,Under-Patron
2245481,483,445,22,500,,446,Under-Patron
2245596,121,221,1,200,200,222,Under-Patron
2245602,114,281,22,1,1,282,Under-Patron
2245653,372,364,22,125,,365,Under-Patron
2245728,98,1504,35,1000,,1505,Under-Patron
2246203,202,266,22,1000,1000,267,Under-Patron
2246487,67,307,67,15,15,308,Under-Patron
2246506,1259,433,321,50,,434,Under-Patron
2246616,3949,1471,1089,100,,1472,Under-Patron
2246693,2379,599,43,50,,600,Under-Patron
2246719,124,1169,74,84,,1170,Under-Patron
2246744,1237,1236,635,79.5,,1237,Under-Patron
2247032,345,1492,345,10,,1493,Under-Patron
2247126,117,608,22,100,,609,Under-Patron
2247310,2160,1504,334,750,,1505,Under-Patron
2247494,90,89,89,18.5,18.5,90,Under-Patron
2247539,1161,1149,35,2500,,1150,Under-Patron
2247608,1493,1673,355,500,,1674,Under-Patron
2247677,1569,1357,355,100,,1358,Under-Patron
2247686,108,106,22,18,18,107,Under-Patron
2247748,1569,1344,35,1500,,1345,Under-Patron
2247762,436,587,22,500,,587,Under-Patron
2248156,106,119,7,25000,,510,Under-Patron
2248275,1197,743,321,56,,744,Under-Patron
2248289,72,1176,72,250,,1177,Under-Patron
2248436,106,104,22,200,200,105,Under-Patron
2248506,895,917,321,4.5,,918,Under-Patron
2248613,117,114,12,96,96,114,Under-Patron
2248780,2575,1671,1089,250,,1672,Under-Patron
2248868,468,201,50,10,10,202,Under-Patron
2248869,3496,1737,1089,10,,1738,Under-Patron
2248936,457,1006,35,18,,1006,Under-Patron
2248980,45868,1350,726,100,,1351,Under-Patron
2249146,127,126,7,14,14,127,Under-Patron
2249343,588,587,35,17.5,,587,Under-Patron
2249406,1262,236,22,1000,1000,237,Under-Patron
2249625,71,427,22,250,,428,Under-Patron
2250154,6167,182,22,1000,2200,182,Under-Patron
2250261,132,824,36,100,,825,Under-Patron
2250466,1212,1505,355,50,,1506,Under-Patron
2250471,125,454,125,42,,455,Under-Patron
2250533,648,645,321,10,,646,Under-Patron
2250658,841,839,291,2500,,840,Under-Patron
2250669,79,78,22,100,100,79,Under-Patron
2250688,178,256,22,100,100,257,Under-Patron
2250841,174,28,19,500,1010,29,Under-Patron
2250961,90,237,22,500,500,238,Under-Patron
2251067,3870,36,36,25,25,37,Under-Patron
2251457,3490,1632,368,78.76,,1633,Under-Patron
2251674,3555,1405,726,100,,1406,Under-Patron
2251680,196,1457,35,50,,1460,Under-Patron
2251927,88,20,1,25000,230060,21,Under-Patron
2252061,854,1468,355,24.91,,1469,Under-Patron
2252254,632,363,334,50,50,364,Under-Patron
2252326,281,280,158,1,1,281,Under-Patron
2252581,1532,1330,686,50,,1331,Under-Patron
2252705,119,491,117,10,,492,Under-Patron
2252745,106,267,22,1000,1000,268,Under-Patron
2252857,71,70,22,116,116,71,Under-Patron
2252880,89,89,83,10,10,90,Under-Patron
2253211,713,309,22,200,200,310,Under-Patron
2253352,106,237,7,500,500,238,Under-Patron
2253433,807,806,321,100,,807,Under-Patron
2253838,1568,1477,683,500,,1478,Under-Patron
2253852,137,1336,112,100,,1337,Under-Patron
2253860,2000,1469,1089,100,,1470,Under-Patron
2254145,137,1278,104,60,,1309,Under-Patron
2254170,833,231,22,1000,1000,232,Under-Patron
2255023,882,1120,35,50,,1120,Under-Patron
2255261,530,529,321,10,,530,Under-Patron
2255446,104,103,22,1000,1000,104,Under-Patron
2255519,128,329,7,10,10,330,Under-Patron
2255543,71,768,28,50,,769,Under-Patron
2255693,90,62,35,1000,2000,62,Under-Patron
2255757,166,165,138,10,10,166,Under-Patron
2255801,69,329,7,1000,1000,330,Under-Patron
2255965,3016,1568,35,500,,1569,Under-Patron
2255974,112,208,22,150,150,211,Under-Patron
2256023,113,111,22,2,2402,112,Under-Patron
2256112,272,715,272,250,,716,Under-Patron
2256272,79,370,22,100,,371,Under-Patron
2256473,989,988,321,14.75,,989,Under-Patron
2256502,3744,1687,1089,1000,,1688,Under-Patron
2256672,114,208,22,100,100,211,Under-Patron
2257773,90,806,84,100,,807,Under-Patron
2257913,6,411,0,50,,412,Under-Patron
2257996,1191,1187,376,18.32,,1188,Under-Patron
2258254,69,840,14,64,,841,Under-Patron
2258293,75,783,14,40,,784,Under-Patron
2258306,566,565,321,1,,566,Under-Patron
2258344,639,637,321,15,,638,Under-Patron
2258355,97,1467,35,100,,1468,Under-Patron
2258488,1220,714,700,1,,1218,Under-Patron
2258822,559,215,22,500,500,216,Under-Patron
2259039,1031,239,22,100,100,240,Under-Patron
2259228,137,190,113,10,10,191,Under-Patron
2259345,202,200,138,10,10,201,Under-Patron
2259492,427,3337,7,5000,5000,223,Under-Patron
2259643,2017,1104,359,400,,1105,Under-Patron
2259808,3288,225,22,400,400,226,Under-Patron
2259942,5131,1336,726,24.28,,1275,Under-Patron
2259993,273,1506,273,25,,1507,Under-Patron
2260277,828,323,22,500,500,324,Under-Patron
2260406,545,252,22,100,100,257,Under-Patron
2260518,285,282,282,14,14,285,Under-Patron
2260644,121,229,22,250,250,230,Under-Patron
2260704,2024,1496,1089,50,,1497,Under-Patron
2260992,69,1030,68,100,,1031,Under-Patron
2260994,370,579,88,25,,580,Under-Patron
2261029,72,761,35,20,,762,Under-Patron
2261302,81,78,35,12,12,79,Under-Patron
2261470,2003,1510,35,1500,,1511,Under-Patron
2261581,111,187,7,18,18,188,Under-Patron
2261587,2193,571,378,25630,,572,Under-Patron
2261624,493,208,22,100,100,211,Under-Patron
2261926,99,225,22,2000,2000,226,Under-Patron
2261951,500,161,35,25,45,162,Under-Patron
2261972,768,767,359,1000,,768,Under-Patron
2262019,189,1000,189,14.25,,1001,Under-Patron
2262287,921,406,35,15,,407,Under-Patron
2262465,71,735,35,100,,736,Under-Patron
2262675,194,1461,194,300,,1462,Under-Patron
2262711,97,96,96,17.5,17.5,97,Under-Patron
2263001,87,57,7,100,100,58,Under-Patron
2263036,832,1160,355,20,,1161,Under-Patron
2263075,107,201,7,10,10,202,Under-Patron
2263142,88,1047,35,10,,1048,Under-Patron
2263665,684,680,359,15,,681,Under-Patron
2263692,1054,396,22,100,,397,Under-Patron
2263817,2413,1142,686,200,,1143,Under-Patron
2263827,608,607,321,10,,608,Under-Patron
2263844,307,579,7,2500,,580,Under-Patron
2263909,120,215,22,100,100,216,Under-Patron
3001311,637,637,321,5,,638,Under-Patron
3005036,85,180,22,250,500,160,Under-Patron
3005163,329,329,7,2500,2500,330,Under-Patron
3005618,203,201,134,25,25,202,Under-Patron
3005631,696,602,22,100,,603,Under-Patron
3005810,54,812,35,332,,813,Under-Patron
3006075,634,1176,376,5.55,,1177,Under-Patron
3006086,485,805,321,75,,806,Under-Patron
3006153,1567,1518,35,2000,,1519,Under-Patron
3006547,484,775,54,50,,776,Under-Patron
3006574,85,775,84,100,,776,Under-Patron
3006632,1221,1217,655,20,,1218,Under-Patron
3006646,493,491,235,15,,492,Under-Patron
3006711,610,1006,321,4,,1006,Under-Patron
3006795,99,33,22,200,200,34,Under-Patron
3006841,546,545,321,1,,545,Under-Patron
3006943,45868,119,119,581.89,581.89,198,Under-Patron
3006949,458,456,158,17.5,,457,Under-Patron
3007029,11,8,8,17.6,5517.6,9,Under-Patron
3007216,1568,1344,683,100,,1345,Under-Patron
3007224,108,841,35,250,,842,Under-Patron
3007266,1519,1553,376,150,,1554,Under-Patron
3007332,82,1807,28,125,,1808,Under-Patron
3007473,589,1351,522,100,,1352,Under-Patron
3007526,92,460,7,250,,461,Under-Patron
3007586,193,190,138,1,1,191,Under-Patron
3007640,112,35,22,2500,2500,36,Under-Patron
3007840,4424,169,22,100,100,170,Under-Patron
3007847,80,78,69,17.5,17.5,79,Under-Patron
3007850,79,463,79,10,,464,Under-Patron
3007915,129,1328,129,150,,1329,Under-Patron
3008009,80,78,69,3,3,79,Under-Patron
3008044,45868,750,321,50,,751,Under-Patron
3008342,2471,1737,1089,100,,1738,Under-Patron
3008402,166,15,15,3000,6000,16,Under-Patron
3008416,2536,1700,686,50,,1701,Under-Patron
3008426,505,504,7,15,,505,Under-Patron
3008440,119,70,22,1000,1000,72,Under-Patron
3008509,404,823,194,100,,824,Under-Patron
3008602,428,572,22,3000,,573,Under-Patron
3008810,107,42,22,2000,2000,43,Under-Patron
3008856,100,29,29,50,50,30,Under-Patron
3008886,69,1454,14,150,,1455,Under-Patron
3008890,109,106,22,64,64,107,Under-Patron
3008941,235,1469,35,50,,1470,Under-Patron
3009000,2549,1469,35,50,,1470,Under-Patron
3009044,67,791,35,50,,792,Under-Patron
3009078,924,733,321,5.35,,924,Under-Patron
3009151,1013,1013,321,37,,1014,Under-Patron
3009179,86,85,22,300,300,86,Under-Patron
3009742,442,441,359,10,,442,Under-Patron
